Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
3678,0.01855,0.26,0.42025,0.436767,,,,
3679,0.01535,0.26,0.415183,,,,,
3680,0.0181,0.26,0.416017,0.460267,0.6423,0.990717,3.633783,19.874167
3681,0.018817,0.26,0.405683,,,,,
3682,0.017283,0.26,0.410067,0.414633,,,,
3683,0.015583,0.26,0.421117,,,,,
3684,0.016,0.25,0.4414,0.432783,0.63305,,,
3685,0.017467,0.25,0.406617,,,,,
3686,0.016133,0.24,0.406383,0.432117,,,,
3687,0.015767,0.25,0.3912,,,,,
3688,0.0177,0.29,0.401383,0.409433,0.640483,1.052167,,
3689,0.018667,0.29,0.4131,,,,,
3690,0.017133,0.26,0.4399,0.4217,,,,
3691,0.019583,0.26,0.442817,,,,,
3692,0.017983,0.3,0.4127,0.4111,0.66825,,,
3693,0.01805,0.26,0.40485,,,,,
3694,0.01625,0.28,0.400233,0.416467,,,,
3695,0.016767,0.27,0.412467,,,,,
3696,0.018333,0.26,0.3889,0.418533,0.613833,1.00815,3.513433,
3697,0.017367,0.25,0.376083,,,,,
3698,0.01615,0.26,0.383967,0.441317,,,,
3699,0.015367,0.26,0.393383,,,,,
3700,0.01815,0.25,0.39695,0.44425,0.648367,,,
3701,0.017133,0.26,0.393683,,,,,
3702,0.01755,0.25,0.39465,0.4181,,,,
3703,0.018617,0.26,0.388217,,,,,
3704,0.0175,0.24,0.39085,0.417267,0.620633,1.062833,,
3705,0.019267,0.24,0.403517,,,,,
3706,0.01755,0.25,0.397917,0.4341,,,,
3707,0.018433,0.25,0.40485,,,,,
3708,0.019567,0.25,0.399933,0.410433,0.662,,,
3709,0.017683,0.26,0.395833,,,,,
3710,0.017483,0.26,0.395267,0.43815,,,,
3711,0.017167,0.26,0.40195,,,,,
3712,0.0185,0.26,0.39355,0.45125,0.62275,1.075383,3.6394,20.070033
3713,0.021033,0.26,0.414717,,,,,
3714,0.018883,0.26,0.3912,0.442,,,,
3715,0.017567,0.26,0.38335,,,,,
3716,0.018567,0.26,0.401133,0.4439,0.673283,,,
3717,0.01845,0.25,0.396533,,,,,
3718,0.017617,0.26,0.397483,0.45255,,,,
3719,0.017183,0.26,0.398667,,,,,
3720,0.021367,0.26,0.399933,0.440967,0.63375,0.9918,,
3721,0.01895,0.26,0.39225,,,,,
3722,0.018517,0.25,0.400317,0.426667,,,,
3723,0.0179,0.26,0.420417,,,,,
3724,0.01875,0.24,0.41425,0.410183,0.637433,,,
3725,0.016983,0.25,0.40145,,,,,
3726,0.017783,0.25,0.40145,0.407717,,,,
3727,0.017033,0.26,0.406383,,,,,
3728,0.018367,0.24,0.4288,0.414833,0.62015,1.091783,3.636483,
3729,0.016083,0.26,0.37965,,,,,
3730,0.01665,0.26,0.413567,0.427117,,,,
3731,0.019233,0.26,0.401733,,,,,
3732,0.019483,0.26,0.424583,0.441433,0.6607,,,
3733,0.018383,0.26,0.394167,,,,,
3734,0.01735,0.25,0.389833,0.446567,,,,
3735,0.017833,0.26,0.383067,,,,,
3736,0.017533,0.26,0.41645,0.458133,0.613483,0.97405,,
3737,0.019067,0.26,0.405767,,,,,
3738,0.017033,0.26,0.415317,0.423383,,,,
3739,0.016583,0.26,0.4025,,,,,
3740,0.018,0.25,0.423833,0.408967,0.633883,,,
3741,0.017367,0.25,0.4083,,,,,
3742,0.017333,0.25,0.408067,0.417583,,,,
3743,0.017033,0.25,0.424483,,,,,
3744,0.01715,0.25,0.431933,0.419433,0.653283,1.10055,3.645383,21.132567
3745,0.017317,0.25,0.417217,,,,,
3746,0.0188,0.25,0.416467,0.450967,,,,
3747,0.016917,0.26,0.414233,,,,,
3748,0.016867,0.26,0.4118,0.45505,0.661833,,,
3749,0.017233,0.26,0.38325,,,,,
3750,0.017683,0.26,0.404617,0.458933,,,,
3751,0.018367,0.27,0.399267,,,,,
3752,0.017033,0.26,0.405183,0.452533,0.673633,1.0109,,
3753,0.016483,0.26,0.412817,,,,,
3754,0.0177,0.26,0.41205,0.44595,,,,
3755,0.017267,0.26,0.3812,,,,,
3756,0.01855,0.26,0.42095,0.432567,0.62865,,,
3757,0.018517,0.26,0.41195,,,,,
3758,0.0171,0.26,0.416433,0.442467,,,,
3759,0.01675,0.26,0.394717,,,,,
3760,0.0173,0.26,0.424567,0.413917,0.637433,1.088033,3.64725,
3761,0.0179,0.25,0.419017,,,,,
3762,0.016733,0.24,0.407017,0.414617,,,,
3763,0.017583,0.25,0.4069,,,,,
3764,0.018083,0.25,0.408567,0.4163,0.6212,,,
3765,0.018567,0.26,0.3955,,,,,
3766,0.016917,0.25,0.3913,0.453483,,,,
3767,0.0166,0.26,0.38865,,,,,
3768,0.016433,0.26,0.396583,0.428867,0.6216,0.998633,,
3769,0.017383,0.27,0.3823,,,,,
3770,0.016817,0.26,0.387467,0.4239,,,,
3771,0.017033,0.26,0.393767,,,,,
3772,0.018533,0.26,0.412217,0.41115,0.635367,,,
3773,0.0185,0.26,0.382733,,,,,
3774,0.01805,0.25,0.38825,0.404683,,,,
3775,0.017067,0.26,0.392133,,,,,
3776,0.01775,0.26,0.40165,0.451983,0.654983,1.048817,3.408633,20.1453
3777,0.017133,0.26,0.399317,,,,,
3778,0.01655,0.26,0.405133,0.448067,,,,
3779,0.017933,0.26,0.403783,,,,,
3780,0.018183,0.24,0.40495,0.437433,0.61605,,,
3781,0.018633,0.24,0.409583,,,,,
3782,0.0162,0.25,0.403117,0.415167,,,,
3783,0.018033,0.26,0.386883,,,,,
3784,0.019283,0.26,0.400433,0.41025,0.6053,1.010817,,
3785,0.018133,0.26,0.386017,,,,,
3786,0.017417,0.25,0.3824,0.450533,,,,
3787,0.017567,0.27,0.393533,,,,,
3788,0.018867,0.26,0.380933,0.44545,0.624717,,,
3789,0.017433,0.26,0.3962,,,,,
3790,0.0166,0.27,0.412867,0.4528,,,,
3791,0.0167,0.27,0.43005,,,,,
3792,0.016183,0.26,0.40765,0.444367,0.616333,1.049417,3.639117,
3793,0.016817,0.26,0.3861,,,,,
3794,0.015783,0.26,0.396817,0.412667,,,,
3795,0.01795,0.26,0.39675,,,,,
3796,0.016817,0.26,0.41345,0.41965,0.629617,,,
3797,0.016083,0.25,0.388617,,,,,
3798,0.01755,0.25,0.39845,0.428483,,,,
3799,0.018133,0.25,0.38705,,,,,
3800,0.019883,0.25,0.391333,0.4086,0.6424,1.043,,
3801,0.018383,0.25,0.413183,,,,,
3802,0.0168,0.26,0.404,0.44285,,,,
3803,0.018117,0.26,0.400167,,,,,
3804,0.016833,0.26,0.393117,0.457617,0.618417,,,
3805,0.017567,0.26,0.3749,,,,,
3806,0.018567,0.26,0.395917,0.443483,,,,
3807,0.0156,0.25,0.399633,,,,,
3808,0.017783,0.27,0.396783,0.449683,0.687267,1.04945,3.646517,20.111333
3809,0.018667,0.26,0.404933,,,,,
3810,0.019267,0.26,0.4008,0.451483,,,,
3811,0.016133,0.26,0.425233,,,,,
3812,0.01965,0.26,0.3886,0.422417,0.636017,,,
3813,0.018417,0.26,0.39935,,,,,
3814,0.016567,0.26,0.382567,0.4132,,,,
3815,0.016633,0.25,0.40325,,,,,
3816,0.016633,0.26,0.420483,0.404383,0.615167,0.982433,,
3817,0.01815,0.25,0.423017,,,,,
3818,0.020017,0.24,0.3944,0.413083,,,,
3819,0.017617,0.24,0.414517,,,,,
3820,0.020033,0.25,0.425667,0.407867,0.63415,,,
3821,0.01735,0.25,0.409967,,,,,
3822,0.0163,0.25,0.437683,0.42325,,,,
3823,0.0194,0.26,0.434567,,,,,
3824,0.017483,0.26,0.433267,0.4318,0.623417,1.034283,3.645067,
3825,0.01875,0.26,0.388617,,,,,
3826,0.01955,0.26,0.4096,0.4134,,,,
3827,0.0173,0.26,0.397633,,,,,
3828,0.0197,0.26,0.391217,0.426217,0.66395,,,
3829,0.0188,0.26,0.403583,,,,,
3830,0.01745,0.26,0.384967,0.43585,,,,
3831,0.016883,0.26,0.396483,,,,,
3832,0.018267,0.26,0.3951,0.429567,0.634917,0.9941,,
3833,0.015683,0.26,0.41355,,,,,
3834,0.0173,0.25,0.390067,0.4091,,,,
3835,0.019367,0.26,0.399967,,,,,
3836,0.016983,0.24,0.4024,0.416133,0.625133,,,
3837,0.016033,0.25,0.389183,,,,,
3838,0.017383,0.24,0.398767,0.406317,,,,
3839,0.017717,0.25,0.38725,,,,,
3840,0.0182,0.26,0.386933,0.439517,0.623717,0.974017,3.6559,20.181067
3841,0.019983,0.26,0.3863,,,,,
3842,0.01805,0.26,0.407233,0.431567,,,,
3843,0.017417,0.26,0.368083,,,,,
3844,0.0168,0.26,0.380617,0.441933,0.681667,,,
3845,0.018017,0.26,0.37435,,,,,
3846,0.017817,0.26,0.373867,0.439133,,,,
3847,0.0179,0.26,0.384967,,,,,
3848,0.016217,0.27,0.389433,0.4397,0.680083,1.005433,,
3849,0.016083,0.26,0.40985,,,,,
3850,0.016617,0.26,0.387733,0.434383,,,,
3851,0.0175,0.26,0.383833,,,,,
3852,0.017,0.26,0.40195,0.445183,0.63865,,,
3853,0.016833,0.25,0.396833,,,,,
3854,0.017833,0.25,0.40375,0.417167,,,,
3855,0.016183,0.25,0.39985,,,,,
3856,0.01705,0.25,0.396567,0.414433,0.617867,1.004067,3.633383,
3857,0.0182,0.25,0.393733,,,,,
3858,0.016933,0.25,0.42255,0.43155,,,,
3859,0.016717,0.26,0.39445,,,,,
3860,0.0172,0.26,0.3889,0.41355,0.63515,,,
3861,0.017067,0.26,0.398,,,,,
3862,0.018483,0.25,0.424433,0.42805,,,,
3863,0.018283,0.26,0.3896,,,,,
3864,0.016817,0.26,0.390167,0.440783,0.648317,0.982417,,
3865,0.017883,0.26,0.35475,,,,,
3866,0.02025,0.26,0.390217,0.442667,,,,
3867,0.019317,0.26,0.38775,,,,,
3868,0.017217,0.26,0.3866,0.414967,0.638283,,,
3869,0.017483,0.26,0.416117,,,,,
3870,0.02035,0.26,0.446283,0.4157,,,,
3871,0.0199,0.26,0.453167,,,,,
3872,0.018617,0.26,0.433917,0.413983,0.68805,1.097783,3.6444,21.33725
3873,0.016417,0.25,0.406317,,,,,
3874,0.0159,0.24,0.414067,0.411517,,,,
3875,0.019133,0.25,0.418017,,,,,
3876,0.017817,0.24,0.438833,0.40475,0.622683,,,
3877,0.017667,0.25,0.422533,,,,,
3878,0.016867,0.25,0.41675,0.406483,,,,
3879,0.018983,0.26,0.421,,,,,
3880,0.018783,0.26,0.401617,0.407167,0.622033,0.972233,,
3881,0.019267,0.26,0.404267,,,,,
3882,0.01655,0.26,0.40085,0.435883,,,,
3883,0.020833,0.26,0.409417,,,,,
3884,0.0179,0.26,0.42075,0.450683,0.637883,,,
3885,0.017233,0.26,0.405667,,,,,
3886,0.01725,0.26,0.405383,0.48145,,,,
3887,0.01975,0.26,0.411067,,,,,
3888,0.016433,0.26,0.398,0.4559,0.644067,0.9795,3.646517,
3889,0.018,0.26,0.402283,,,,,
3890,0.014883,0.25,0.421933,0.428833,,,,
3891,0.01765,0.26,0.403583,,,,,
3892,0.017733,0.25,0.400933,0.4465,0.627583,,,
3893,0.016133,0.24,0.413383,,,,,
3894,0.015817,0.24,0.404233,0.412883,,,,
3895,0.0176,0.25,0.432617,,,,,
3896,0.019033,0.26,0.396517,0.447833,0.6418,1.001717,,
3897,0.0172,0.26,0.388083,,,,,
3898,0.016183,0.26,0.3805,0.424333,,,,
3899,0.019567,0.25,0.385933,,,,,
3900,0.019183,0.26,0.39705,0.425567,0.6373,,,
3901,0.019917,0.26,0.400983,,,,,
3902,0.017,0.27,0.4041,0.458233,,,,
3903,0.021367,0.26,0.420083,,,,,
3904,0.021717,0.26,0.4173,0.424083,0.6231,0.964267,3.504367,19.920033
3905,0.022317,0.26,0.420467,,,,,
3906,0.0208,0.26,0.391133,0.419683,,,,
3907,0.019967,0.26,0.4171,,,,,
3908,0.0176,0.25,0.3943,0.4392,0.633883,,,
3909,0.021883,0.26,0.389283,,,,,
3910,0.016967,0.27,0.3846,0.410433,,,,
3911,0.017183,0.25,0.389667,,,,,
3912,0.01935,0.24,0.3958,0.412117,0.63145,1.042283,,
3913,0.017533,0.25,0.380917,,,,,
3914,0.018167,0.24,0.402333,0.426283,,,,
3915,0.017983,0.25,0.402667,,,,,
3916,0.015933,0.26,0.38875,0.4664,0.622383,,,
3917,0.017317,0.25,0.38555,,,,,
3918,0.017983,0.26,0.409933,0.4502,,,,
3919,0.018467,0.25,0.358817,,,,,
3920,0.0169,0.26,0.3911,0.4203,0.64875,1.039367,3.633467,
3921,0.018033,0.26,0.399233,,,,,
3922,0.0173,0.27,0.39695,0.408667,,,,
3923,0.0174,0.26,0.44785,,,,,
3924,0.016033,0.26,0.422983,0.411833,0.649233,,,
3925,0.015683,0.26,0.417183,,,,,
3926,0.016767,0.26,0.404,0.434167,,,,
3927,0.016833,0.26,0.390583,,,,,
3928,0.016533,0.25,0.386817,0.422833,0.62905,1.02545,,
3929,0.01575,0.25,0.407017,,,,,
3930,0.0177,0.25,0.372317,0.4175,,,,
3931,0.01775,0.26,0.360083,,,,,
3932,0.015933,0.26,0.351633,0.4068,0.62295,,,
3933,0.018483,0.24,0.392667,,,,,
3934,0.016933,0.25,0.396683,0.439717,,,,
3935,0.017383,0.26,0.425517,,,,,
3936,0.015883,0.25,0.4106,0.418883,0.639083,1.034117,3.521967,19.300467
3937,0.016483,0.26,0.415067,,,,,
3938,0.01705,0.26,0.407967,0.43585,,,,
3939,0.01665,0.26,0.415667,,,,,
3940,0.016867,0.26,0.421667,0.42065,0.6115,,,
3941,0.017083,0.26,0.401683,,,,,
3942,0.017983,0.25,0.397517,0.45325,,,,
3943,0.016367,0.25,0.41625,,,,,
3944,0.017033,0.26,0.4083,0.4501,0.625,0.96625,,
3945,0.018133,0.25,0.390633,,,,,
3946,0.020917,0.26,0.387083,0.440167,,,,
3947,0.017633,0.25,0.4004,,,,,
3948,0.01815,0.24,0.4059,0.413383,0.622867,,,
3949,0.016517,0.24,0.392167,,,,,
3950,0.01685,0.25,0.4006,0.407167,,,,
3951,0.017033,0.25,0.4023,,,,,
3952,0.01965,0.24,0.368983,0.429133,0.622967,0.983583,3.509067,
3953,0.018483,0.26,0.396017,,,,,
3954,0.016,0.25,0.4131,0.41055,,,,
3955,0.0156,0.26,0.420583,,,,,
3956,0.017783,0.26,0.402,0.440733,0.613567,,,
3957,0.0162,0.26,0.405633,,,,,
3958,0.016383,0.26,0.412317,0.408783,,,,
3959,0.017317,0.26,0.419833,,,,,
3960,0.018783,0.26,0.39215,0.427833,0.630467,0.9872,,
3961,0.0185,0.26,0.3884,,,,,
3962,0.016883,0.26,0.365933,0.459417,,,,
3963,0.01925,0.27,0.377917,,,,,
3964,0.0171,0.26,0.378683,0.414733,0.643967,,,
3965,0.017967,0.26,0.388617,,,,,
3966,0.016417,0.25,0.388567,0.406683,,,,
3967,0.01725,0.25,0.42575,,,,,
3968,0.016667,0.24,0.406517,0.452033,1.622983,1.0407,3.652517,21.329817
3969,0.016917,0.24,0.4033,,,,,
3970,0.0173,0.25,0.398183,0.411867,,,,
3971,0.018383,0.24,0.389117,,,,,
3972,0.015967,0.25,0.417333,0.411017,1.599183,,,
3973,0.019133,0.25,0.389717,,,,,
3974,0.017667,0.25,0.37005,0.414467,,,,
3975,0.01735,0.25,0.3803,,,,,
3976,0.016833,0.26,0.404267,0.440883,1.5975,0.98465,,
3977,0.017583,0.26,0.393417,,,,,
3978,0.01635,0.26,0.386667,0.432817,,,,
3979,0.018,0.26,0.3999,,,,,
3980,0.01775,0.26,0.409817,0.457183,1.597483,,,
3981,0.017317,0.26,0.38935,,,,,
3982,0.0158,0.27,0.388467,0.449433,,,,
3983,0.0165,0.25,0.381467,,,,,
3984,0.0161,0.26,0.4281,0.40805,1.528517,1.017383,3.41435,
3985,0.0174,0.25,0.3893,,,,,
3986,0.016517,0.25,0.4183,0.406567,,,,
3987,0.015967,0.26,0.382683,,,,,
3988,0.019117,0.26,0.410333,0.42125,1.485233,,,
3989,0.016717,0.26,0.397467,,,,,
3990,0.016983,0.25,0.409233,0.407767,,,,
3991,0.019583,0.25,0.4023,,,,,
3992,0.01715,0.25,0.400817,0.414467,1.475017,1.053983,,
3993,0.016517,0.26,0.407083,,,,,
3994,0.017083,0.25,0.394067,0.461433,,,,
3995,0.0174,0.26,0.380533,,,,,
3996,0.01855,0.26,0.37055,0.440417,1.489933,,,
3997,0.01695,0.26,0.424117,,,,,
3998,0.018567,0.26,0.39225,0.403433,,,,
3999,0.016533,0.26,0.42175,,,,,
4000,0.016733,0.26,0.417417,0.436267,1.3755,1.006467,3.537733,19.320633
4001,0.017267,0.26,0.4038,,,,,
4002,0.018817,0.27,0.428667,0.413117,,,,
4003,0.01685,0.26,0.4371,,,,,
4004,0.018183,0.26,0.418733,0.408283,1.304533,,,
4005,0.019183,0.26,0.3967,,,,,
4006,0.019383,0.24,0.3946,0.41775,,,,
4007,0.01625,0.24,0.424283,,,,,
4008,0.01735,0.25,0.457817,0.412633,1.258633,0.96405,,
4009,0.016967,0.26,0.429933,,,,,
4010,0.016733,0.26,0.394067,0.432333,,,,
4011,0.0168,0.25,0.3882,,,,,
4012,0.019983,0.26,0.3839,0.440983,1.243933,,,
4013,0.018217,0.25,0.391433,,,,,
4014,0.017417,0.25,0.384567,0.444817,,,,
4015,0.015317,0.25,0.386667,,,,,
4016,0.015933,0.26,0.4014,0.43945,0.629767,0.984283,3.50125,
4017,0.016817,0.26,0.39555,,,,,
4018,0.016967,0.27,0.390883,0.436217,,,,
4019,0.017,0.26,0.4121,,,,,
4020,0.017467,0.26,0.410967,0.407483,0.641333,,,
4021,0.018667,0.26,0.412767,,,,,
4022,0.018733,0.26,0.408483,0.430633,,,,
4023,0.0174,0.25,0.4109,,,,,
4024,0.018867,0.25,0.398267,0.4219,0.637917,1.076983,,
4025,0.019467,0.24,0.417567,,,,,
4026,0.017667,0.24,0.437083,0.40245,,,,
4027,0.01695,0.24,0.381083,,,,,
4028,0.017983,0.24,0.38105,0.427333,0.620083,,,
4029,0.019,0.25,0.40045,,,,,
4030,0.017017,0.26,0.415733,0.416467,,,,
4031,0.017467,0.26,0.412583,,,,,
4032,0.017283,0.26,0.39795,0.461,0.69565,1.059317,3.638133,20.696417
4033,0.0158,0.26,0.409667,,,,,
4034,0.0164,0.26,0.430467,0.448033,,,,
4035,0.019017,0.26,0.424783,,,,,
4036,0.017767,0.28,0.396233,0.4047,0.6349,,,
4037,0.015,0.27,0.381583,,,,,
4038,0.017017,0.26,0.378433,0.405833,,,,
4039,0.016217,0.26,0.421733,,,,,
4040,0.018933,0.26,0.3999,0.421467,0.6111,1.017567,,
4041,0.017567,0.26,0.412633,,,,,
4042,0.016817,0.25,0.401933,0.415733,,,,
4043,0.01685,0.24,0.408933,,,,,
4044,0.018783,0.25,0.41645,0.410883,0.631017,,,
4045,0.0172,0.25,0.409683,,,,,
4046,0.01945,0.25,0.387083,0.42335,,,,
4047,0.017583,0.26,0.372767,,,,,
4048,0.0198,0.25,0.392,0.450817,0.634417,0.96875,3.4979,
4049,0.018633,0.26,0.400267,,,,,
4050,0.016867,0.26,0.410217,0.466167,,,,
4051,0.01695,0.25,0.390517,,,,,
4052,0.016933,0.27,0.42345,0.451517,0.629067,,,
4053,0.017933,0.26,0.407767,,,,,
4054,0.017483,0.26,0.405067,0.448367,,,,
4055,0.016267,0.26,0.391017,,,,,
4056,0.017483,0.26,0.398383,0.456,0.651217,1.061983,,
4057,0.018833,0.26,0.397583,,,,,
4058,0.01625,0.26,0.38685,0.426217,,,,
4059,0.018417,0.25,0.389717,,,,,
4060,0.019233,0.26,0.39235,0.43805,0.609333,,,
4061,0.019417,0.25,0.398267,,,,,
4062,0.0177,0.25,0.391667,0.414917,,,,
4063,0.01875,0.26,0.394933,,,,,
4064,0.01695,0.26,0.408967,0.4008,0.649783,1.087967,3.517467,19.2632
4065,0.01985,0.25,0.404117,,,,,
4066,0.017817,0.25,0.423367,0.4272,,,,
4067,0.017767,0.25,0.382683,,,,,
4068,0.019867,0.26,0.393483,0.428883,0.6506,,,
4069,0.01775,0.26,0.394933,,,,,
4070,0.016317,0.26,0.402117,0.41195,,,,
4071,0.017267,0.26,0.407733,,,,,
4072,0.017617,0.26,0.416383,0.4164,0.60765,1.069,,
4073,0.01785,0.26,0.4216,,,,,
4074,0.01745,0.27,0.44315,0.4278,,,,
4075,0.020383,0.26,0.4317,,,,,
4076,0.0188,0.26,0.405233,0.419167,0.67055,,,
4077,0.01675,0.27,0.409483,,,,,
4078,0.015767,0.26,0.3981,0.460667,,,,
4079,0.01945,0.25,0.411467,,,,,
4080,0.019533,0.26,0.3935,0.406283,0.614883,0.97355,3.505717,
4081,0.017533,0.24,0.4057,,,,,
4082,0.016617,0.25,0.41805,0.4264,,,,
4083,0.02005,0.24,0.421167,,,,,
4084,0.017583,0.26,0.401533,0.412333,0.62475,,,
4085,0.0166,0.26,0.428017,,,,,
4086,0.016333,0.26,0.408717,0.441083,,,,
4087,0.017767,0.26,0.402783,,,,,
4088,0.0179,0.26,0.41915,0.444167,0.67555,1.069767,,
4089,0.0167,0.26,0.395633,,,,,
4090,0.01595,0.26,0.390633,0.4301,,,,
4091,0.017933,0.26,0.387933,,,,,
4092,0.02005,0.26,0.388083,0.406467,0.610533,,,
4093,0.017217,0.26,0.415367,,,,,
4094,0.016183,0.27,0.4058,0.451167,,,,
4095,0.0164,0.26,0.431733,,,,,
4096,0.015967,0.26,0.4058,0.412183,0.641283,0.966733,3.26675,19.2717
4097,0.016483,0.26,0.403717,,,,,
4098,0.017817,0.26,0.395617,0.434767,,,,
4099,0.0169,0.26,0.434117,,,,,
4100,0.017183,0.25,0.412883,0.4105,0.630167,,,
4101,0.01775,0.24,0.41925,,,,,
4102,0.015867,0.24,0.439733,0.4321,,,,
4103,0.018017,0.26,0.411133,,,,,
4104,0.018583,0.25,0.402633,0.4144,0.61075,1.02755,,
4105,0.017083,0.25,0.424217,,,,,
4106,0.0171,0.27,0.396267,0.409383,,,,
4107,0.016017,0.26,0.385517,,,,,
4108,0.018017,0.27,0.398467,0.438967,0.643783,,,
4109,0.016467,0.26,0.383183,,,,,
4110,0.016,0.26,0.39025,0.4621,,,,
4111,0.017367,0.27,0.398217,,,,,
4112,0.01765,0.26,0.388417,0.449317,0.667767,0.96505,3.272717,
4113,0.014767,0.26,0.369133,,,,,
4114,0.016167,0.25,0.39435,0.4513,,,,
4115,0.01635,0.26,0.393217,,,,,
4116,0.016617,0.26,0.39685,0.419033,0.647133,,,
4117,0.016217,0.26,0.388383,,,,,
4118,0.0169,0.26,0.3872,0.40915,,,,
4119,0.0186,0.24,0.382133,,,,,
4120,0.017333,0.24,0.381117,0.411133,0.610033,1.097667,,
4121,0.015683,0.24,0.394417,,,,,
4122,0.019483,0.24,0.416867,0.42515,,,,
4123,0.017933,0.26,0.4066,,,,,
4124,0.017767,0.25,0.4195,0.4108,0.6097,,,
4125,0.017167,0.27,0.395567,,,,,
4126,0.017083,0.26,0.409017,0.41685,,,,
4127,0.017317,0.27,0.412367,,,,,
4128,0.01845,0.27,0.390417,0.45705,0.617483,1.0379,3.51,19.398433
4129,0.016883,0.26,0.386533,,,,,
4130,0.016133,0.26,0.384933,0.4574,,,,
4131,0.018067,0.27,0.405967,,,,,
4132,0.021433,0.25,0.404967,0.451967,0.6427,,,
4133,0.018917,0.26,0.381083,,,,,
4134,0.018867,0.26,0.38485,0.4228,,,,
4135,0.01885,0.26,0.385467,,,,,
4136,0.01825,0.27,0.403533,0.428083,0.6185,1.010133,,
4137,0.0166,0.26,0.3824,,,,,
4138,0.017383,0.24,0.40305,0.413617,,,,
4139,0.0165,0.25,0.43135,,,,,
4140,0.016183,0.25,0.40365,0.419117,0.62395,,,
4141,0.01755,0.25,0.4154,,,,,
4142,0.0161,0.26,0.4134,0.455017,,,,
4143,0.015933,0.26,0.398617,,,,,
4144,0.016133,0.25,0.379933,0.441217,0.6502,0.986567,3.27455,
4145,0.017433,0.26,0.363017,,,,,
4146,0.016867,0.26,0.389983,0.413033,,,,
4147,0.0165,0.26,0.399383,,,,,
4148,0.0156,0.26,0.417433,0.40605,0.639733,,,
4149,0.016767,0.26,0.413167,,,,,
4150,0.01715,0.26,0.426133,0.4418,,,,
4151,0.018933,0.26,0.411117,,,,,
4152,0.0167,0.26,0.413533,0.435333,0.60895,1.020833,,
4153,0.016067,0.26,0.45285,,,,,
4154,0.016883,0.25,0.435,0.409967,,,,
4155,0.017767,0.26,0.382217,,,,,
4156,0.018433,0.26,0.3826,0.4225,0.62135,,,
4157,0.015817,0.25,0.403817,,,,,
4158,0.017767,0.24,0.405733,0.437,,,,
4159,0.0179,0.25,0.404767,,,,,
4160,0.019767,0.24,0.410283,0.414883,0.656717,1.006633,3.479717,20.2412
4161,0.017167,0.24,0.403,,,,,
4162,0.0173,0.26,0.414283,0.44,,,,
4163,0.0166,0.25,0.399,,,,,
4164,0.016633,0.26,0.387883,0.432167,0.655517,,,
4165,0.0169,0.27,0.398517,,,,,
4166,0.016833,0.26,0.397,0.444567,,,,
4167,0.017317,0.26,0.428233,,,,,
4168,0.016417,0.27,0.40725,0.466167,0.6821,0.980683,,
4169,0.01655,0.26,0.4031,,,,,
4170,0.017267,0.26,0.417933,0.432583,,,,
4171,0.015933,0.27,0.433433,,,,,
4172,0.01745,0.25,0.454583,0.401933,0.632083,,,
4173,0.017367,0.26,0.453483,,,,,
4174,0.015683,0.26,0.382133,0.406033,,,,
4175,0.016583,0.25,0.381833,,,,,
4176,0.017967,0.24,0.377433,0.4252,0.64115,1.0476,3.5154,
4177,0.0182,0.25,0.389517,,,,,
4178,0.017333,0.25,0.396817,0.41855,,,,
4179,0.016583,0.25,0.381167,,,,,
4180,0.016133,0.26,0.3923,0.4608,0.665567,,,
4181,0.016917,0.25,0.392867,,,,,
4182,0.016417,0.26,0.397383,0.432183,,,,
4183,0.01715,0.26,0.406683,,,,,
4184,0.01605,0.26,0.4177,0.447867,0.632367,1.002883,,
4185,0.017083,0.26,0.419733,,,,,
4186,0.01685,0.26,0.413333,0.449783,,,,
4187,0.017517,0.26,0.4102,,,,,
4188,0.017017,0.27,0.381717,0.408667,0.616367,,,
4189,0.033317,0.26,0.40625,,,,,
4190,0.01825,0.26,0.397817,0.428567,,,,
4191,0.018033,0.27,0.402883,,,,,
4192,0.017967,0.26,0.3834,0.432517,0.6643,0.976867,3.270417,20.451617
4193,0.0189,0.25,0.404117,,,,,
4194,0.017133,0.24,0.435167,0.412283,,,,
4195,0.0173,0.24,0.414683,,,,,
4196,0.01595,0.24,0.430983,0.41775,0.61865,,,
4197,0.01765,0.24,0.389267,,,,,
4198,0.0159,0.24,0.385867,0.403733,,,,
4199,0.017167,0.27,0.415383,,,,,
4200,0.01925,0.26,0.404017,0.44825,0.633517,1.034633,,
4201,0.02025,0.26,0.401883,,,,,
4202,0.01755,0.26,0.418983,0.42315,,,,
4203,0.019083,0.27,0.412733,,,,,
4204,0.018983,0.26,0.399467,0.416317,0.617417,,,
4205,0.02115,0.26,0.416433,,,,,
4206,0.018433,0.26,0.384533,0.439583,,,,
4207,0.01895,0.27,0.421517,,,,,
4208,0.018567,0.26,0.38275,0.421117,0.636917,1.018033,3.282017,
4209,0.01825,0.26,0.387933,,,,,
4210,0.015933,0.26,0.3831,0.43935,,,,
4211,0.0185,0.26,0.41745,,,,,
4212,0.016083,0.26,0.399533,0.433133,0.635883,,,
4213,0.017717,0.24,0.403383,,,,,
4214,0.0193,0.25,0.42205,0.41015,,,,
4215,0.01735,0.24,0.397167,,,,,
