Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
3140,0.01645,0.24,0.396717,0.4702,0.622533,,,
3141,0.01705,0.24,0.38515,,,,,
3142,0.017833,0.25,0.37885,0.412533,,,,
3143,0.017067,0.26,0.391733,,,,,
3144,0.018967,0.26,0.38915,0.387867,0.62115,1.044383,,
3145,0.019217,0.25,0.386717,,,,,
3146,0.017133,0.25,0.3897,0.436567,,,,
3147,0.019233,0.3,0.399783,,,,,
3148,0.01755,0.31,0.40295,0.462067,0.639117,,,
3149,0.019667,0.25,0.4102,,,,,
3150,0.018133,0.26,0.4038,0.45495,,,,
3151,0.016933,0.29,0.389383,,,,,
3152,0.016267,0.27,0.39305,0.4369,0.629833,0.995717,3.603867,
3153,0.0196,0.27,0.403917,,,,,
3154,0.01775,0.26,0.385983,0.4267,,,,
3155,0.016617,0.25,0.381867,,,,,
3156,0.016967,0.25,0.390883,0.444067,0.632083,,,
3157,0.016767,0.25,0.3862,,,,,
3158,0.018983,0.25,0.407783,0.431667,,,,
3159,0.0184,0.25,0.38185,,,,,
3160,0.015817,0.25,0.380733,0.4301,0.629417,1.052433,,
3161,0.017817,0.26,0.388917,,,,,
3162,0.019617,0.25,0.393683,0.407167,,,,
3163,0.0191,0.25,0.415033,,,,,
3164,0.0177,0.25,0.4029,0.475733,0.621083,,,
3165,0.016583,0.26,0.413983,,,,,
3166,0.017,0.26,0.393283,0.443417,,,,
3167,0.016633,0.26,0.381367,,,,,
3168,0.016483,0.26,0.3882,0.40745,0.643133,0.9943,3.624833,19.173517
3169,0.01795,0.26,0.3999,,,,,
3170,0.017233,0.26,0.40085,0.430767,,,,
3171,0.01785,0.26,0.396683,,,,,
3172,0.0186,0.25,0.4055,0.428983,0.625733,,,
3173,0.017633,0.26,0.411933,,,,,
3174,0.018067,0.25,0.410967,0.412167,,,,
3175,0.01785,0.25,0.414817,,,,,
3176,0.018833,0.25,0.381483,0.40305,0.62185,1.012383,,
3177,0.019983,0.24,0.394433,,,,,
3178,0.016533,0.25,0.390033,0.4068,,,,
3179,0.019183,0.24,0.390217,,,,,
3180,0.0185,0.24,0.418433,0.43035,0.6626,,,
3181,0.020417,0.26,0.406883,,,,,
3182,0.017233,0.26,0.4073,0.444367,,,,
3183,0.01845,0.26,0.410817,,,,,
3184,0.017183,0.26,0.396517,0.4493,0.673883,0.967017,3.2742,
3185,0.017517,0.25,0.383633,,,,,
3186,0.016017,0.26,0.415783,0.46295,,,,
3187,0.017033,0.26,0.41205,,,,,
3188,0.0174,0.26,0.42305,0.46825,0.689783,,,
3189,0.017283,0.26,0.41445,,,,,
3190,0.01875,0.27,0.410283,0.46515,,,,
3191,0.01685,0.26,0.401383,,,,,
3192,0.015333,0.26,0.391,0.463,0.616333,0.966733,,
3193,0.016617,0.25,0.401617,,,,,
3194,0.016117,0.25,0.400183,0.45505,,,,
3195,0.018433,0.25,0.397,,,,,
3196,0.019183,0.25,0.421233,0.426867,0.6162,,,
3197,0.0177,0.24,0.420783,,,,,
3198,0.016917,0.25,0.406833,0.4368,,,,
3199,0.0178,0.24,0.415933,,,,,
3200,0.017917,0.25,0.41825,0.413217,0.654067,1.001733,3.63425,19.6747
3201,0.018233,0.26,0.427217,,,,,
3202,0.017167,0.26,0.45485,0.490567,,,,
3203,0.016833,0.26,0.415917,,,,,
3204,0.016817,0.26,0.416933,0.4447,0.6231,,,
3205,0.016383,0.26,0.406083,,,,,
3206,0.0197,0.26,0.392517,0.406983,,,,
3207,0.016733,0.26,0.399483,,,,,
3208,0.017883,0.26,0.390033,0.428467,0.6375,0.973833,,
3209,0.016433,0.26,0.394767,,,,,
3210,0.018067,0.26,0.398583,0.4413,,,,
3211,0.016483,0.26,0.38685,,,,,
3212,0.016333,0.25,0.39655,0.425233,0.6344,,,
3213,0.01675,0.25,0.38415,,,,,
3214,0.017117,0.24,0.44135,0.409033,,,,
3215,0.015783,0.24,0.383567,,,,,
3216,0.017233,0.25,0.405283,0.439617,0.6306,1.092833,3.633533,
3217,0.016867,0.25,0.3975,,,,,
3218,0.016717,0.25,0.390617,0.4279,,,,
3219,0.01625,0.26,0.38805,,,,,
3220,0.016817,0.26,0.388367,0.467183,0.626217,,,
3221,0.018133,0.26,0.409933,,,,,
3222,0.016867,0.26,0.3854,0.49155,,,,
3223,0.015667,0.26,0.379617,,,,,
3224,0.019133,0.26,0.367733,0.454917,0.648533,0.9863,,
3225,0.017733,0.27,0.39515,,,,,
3226,0.0187,0.26,0.3821,0.46025,,,,
3227,0.0174,0.27,0.388033,,,,,
3228,0.02,0.26,0.388317,0.413933,0.638817,,,
3229,0.016683,0.26,0.391533,,,,,
3230,0.016033,0.26,0.396633,0.42455,,,,
3231,0.01655,0.26,0.3936,,,,,
3232,0.01905,0.26,0.403533,0.414017,0.609,1.049267,3.630333,19.812867
3233,0.016583,0.25,0.4381,,,,,
3234,0.017883,0.26,0.416833,0.41635,,,,
3235,0.019267,0.25,0.408833,,,,,
3236,0.017567,0.25,0.4239,0.411383,0.62295,,,
3237,0.017267,0.26,0.420417,,,,,
3238,0.017017,0.26,0.407117,0.41665,,,,
3239,0.01715,0.26,0.39975,,,,,
3240,0.019183,0.26,0.381917,0.4367,0.631,0.969533,,
3241,0.018533,0.26,0.401733,,,,,
3242,0.020417,0.26,0.40135,0.434583,,,,
3243,0.0192,0.26,0.383933,,,,,
3244,0.017467,0.27,0.405383,0.441233,0.644,,,
3245,0.0198,0.26,0.414333,,,,,
3246,0.01805,0.26,0.419467,0.439033,,,,
3247,0.01825,0.26,0.40585,,,,,
3248,0.01945,0.26,0.417983,0.41935,0.664917,1.081233,3.630017,
3249,0.01715,0.26,0.414867,,,,,
3250,0.0191,0.27,0.406117,0.406883,,,,
3251,0.021117,0.26,0.422983,,,,,
3252,0.0206,0.26,0.401983,0.409467,0.6768,,,
3253,0.02205,0.25,0.404917,,,,,
3254,0.018967,0.25,0.413,0.425483,,,,
3255,0.0184,0.25,0.403717,,,,,
3256,0.018633,0.26,0.408333,0.411633,0.639017,1.008533,,
3257,0.016217,0.26,0.388817,,,,,
3258,0.019333,0.26,0.409983,0.447,,,,
3259,0.017,0.26,0.38515,,,,,
3260,0.021133,0.26,0.390817,0.441333,0.628417,,,
3261,0.018917,0.26,0.409267,,,,,
3262,0.017633,0.26,0.39025,0.455083,,,,
3263,0.01735,0.27,0.411833,,,,,
3264,0.018717,0.26,0.404083,0.4409,0.610833,0.959283,3.271283,19.213
3265,0.016267,0.26,0.413983,,,,,
3266,0.015933,0.26,0.39825,0.4244,,,,
3267,0.020033,0.26,0.401417,,,,,
3268,0.020383,0.27,0.4338,0.410683,0.605983,,,
3269,0.01905,0.25,0.421233,,,,,
3270,0.020017,0.25,0.421183,0.419317,,,,
3271,0.020767,0.25,0.3862,,,,,
3272,0.0184,0.25,0.393567,0.410317,0.608467,1.071083,,
3273,0.019217,0.25,0.378733,,,,,
3274,0.016367,0.26,0.4152,0.428683,,,,
3275,0.017533,0.27,0.407283,,,,,
3276,0.017333,0.26,0.390183,0.417567,0.61205,,,
3277,0.018017,0.26,0.4015,,,,,
3278,0.020083,0.26,0.426967,0.441933,,,,
3279,0.01945,0.26,0.383,,,,,
3280,0.021117,0.26,0.383833,0.409817,0.623317,1.007983,3.640167,
3281,0.018783,0.3,0.377,,,,,
3282,0.0157,0.26,0.382317,0.4252,,,,
3283,0.018617,0.3,0.42065,,,,,
3284,0.020067,0.26,0.421833,0.420017,0.620483,,,
3285,0.017683,0.26,0.418667,,,,,
3286,0.016833,0.3,0.386467,0.421033,,,,
3287,0.017967,0.29,0.393883,,,,,
3288,0.019133,0.24,0.3936,0.41075,0.639833,1.000083,,
3289,0.02135,0.26,0.393483,,,,,
3290,0.02,0.24,0.373083,0.41185,,,,
3291,0.02105,0.24,0.393133,,,,,
3292,0.01535,0.26,0.377917,0.4126,0.617817,,,
3293,0.0204,0.25,0.393483,,,,,
3294,0.0155,0.25,0.387383,0.430083,,,,
3295,0.020033,0.26,0.394983,,,,,
3296,0.0208,0.26,0.394067,0.436183,0.617267,1.062133,3.6337,19.857367
3297,0.018,0.26,0.405883,,,,,
3298,0.019967,0.26,0.425483,0.4312,,,,
3299,0.020417,0.26,0.402583,,,,,
3300,0.02155,0.26,0.408017,0.441,0.622033,,,
3301,0.0171,0.26,0.422583,,,,,
3302,0.0171,0.26,0.412983,0.412167,,,,
3303,0.018133,0.26,0.3653,,,,,
3304,0.01835,0.25,0.382833,0.417633,0.638867,0.9903,,
3305,0.017117,0.26,0.3871,,,,,
3306,0.018183,0.25,0.391967,0.44435,,,,
3307,0.01975,0.26,0.387517,,,,,
3308,0.018967,0.24,0.41215,0.438133,0.615233,,,
3309,0.020833,0.25,0.419267,,,,,
3310,0.01745,0.24,0.409983,0.41235,,,,
3311,0.025017,0.24,0.410133,,,,,
3312,0.021417,0.24,0.4241,0.43105,0.623283,1.096033,3.631217,
3313,0.017717,0.25,0.385867,,,,,
3314,0.021433,0.25,0.384283,0.41515,,,,
3315,0.019917,0.26,0.40705,,,,,
3316,0.02175,0.26,0.43665,0.4076,0.638933,,,
3317,0.020517,0.26,0.40535,,,,,
3318,0.020617,0.26,0.4043,0.447933,,,,
3319,0.017283,0.26,0.4026,,,,,
3320,0.018083,0.26,0.425067,0.443867,0.6807,1.064617,,
3321,0.020283,0.26,0.4051,,,,,
3322,0.025083,0.26,0.399567,0.453717,,,,
3323,0.017083,0.26,0.409417,,,,,
3324,0.022167,0.26,0.376883,0.436767,0.6135,,,
3325,0.021517,0.26,0.37115,,,,,
3326,0.021683,0.26,0.390467,0.416883,,,,
3327,0.0236,0.26,0.413767,,,,,
3328,0.02025,0.26,0.454033,0.424067,0.6566,0.99075,3.62595,21.084433
3329,0.017717,0.25,0.397533,,,,,
3330,0.021483,0.25,0.4091,0.402567,,,,
3331,0.021233,0.26,0.409617,,,,,
3332,0.015667,0.26,0.436117,0.463917,0.61585,,,
3333,0.023133,0.26,0.439583,,,,,
3334,0.0213,0.27,0.40335,0.442967,,,,
3335,0.01815,0.26,0.401817,,,,,
3336,0.02425,0.26,0.39515,0.461333,0.663167,1.0117,,
3337,0.017717,0.26,0.414317,,,,,
3338,0.019933,0.27,0.4142,0.468217,,,,
3339,0.0253,0.27,0.416167,,,,,
3340,0.025,0.27,0.384767,0.457067,0.634483,,,
3341,0.022983,0.27,0.419917,,,,,
3342,0.01925,0.26,0.418967,0.444033,,,,
3343,0.02015,0.26,0.4338,,,,,
3344,0.020417,0.26,0.4233,0.43245,0.639267,0.967633,3.51225,
3345,0.019167,0.26,0.382833,,,,,
3346,0.015383,0.26,0.420733,0.438433,,,,
3347,0.017267,0.26,0.421417,,,,,
3348,0.0203,0.25,0.404467,0.422183,0.628967,,,
3349,0.0215,0.26,0.40505,,,,,
3350,0.019033,0.25,0.435517,0.413917,,,,
3351,0.017083,0.26,0.45185,,,,,
3352,0.01905,0.24,0.405483,0.437167,0.634633,0.992883,,
3353,0.0185,0.26,0.395383,,,,,
3354,0.022867,0.26,0.3901,0.417433,,,,
3355,0.01905,0.25,0.3882,,,,,
3356,0.018433,0.25,0.367283,0.442617,0.651217,,,
3357,0.019667,0.26,0.387033,,,,,
3358,0.01715,0.27,0.3875,0.44345,,,,
3359,0.0188,0.26,0.3808,,,,,
3360,0.021333,0.26,0.40695,0.4202,0.636733,1.027183,3.279033,19.273817
3361,0.0192,0.26,0.389283,,,,,
3362,0.019383,0.25,0.386783,0.415833,,,,
3363,0.019267,0.25,0.363483,,,,,
3364,0.018883,0.25,0.39755,0.42055,0.62735,,,
3365,0.019,0.24,0.411467,,,,,
3366,0.016467,0.24,0.409817,0.403583,,,,
3367,0.019417,0.24,0.414067,,,,,
3368,0.019717,0.25,0.387683,0.417583,0.670967,1.025583,,
3369,0.020133,0.25,0.3872,,,,,
3370,0.022683,0.26,0.402917,0.417183,,,,
3371,0.015417,0.26,0.40915,,,,,
3372,0.019367,0.26,0.392183,0.454683,0.614567,,,
3373,0.021233,0.26,0.409233,,,,,
3374,0.021583,0.26,0.414267,0.440967,,,,
3375,0.017783,0.26,0.401967,,,,,
3376,0.0197,0.26,0.388167,0.4458,0.64855,0.99465,3.518417,
3377,0.018783,0.25,0.389933,,,,,
3378,0.015483,0.26,0.364633,0.449633,,,,
3379,0.01795,0.26,0.366733,,,,,
3380,0.022033,0.26,0.387283,0.458317,0.633417,,,
3381,0.0196,0.26,0.391567,,,,,
3382,0.021383,0.26,0.41755,0.451117,,,,
3383,0.01885,0.25,0.42055,,,,,
3384,0.01955,0.25,0.404533,0.4132,0.664567,1.067883,,
3385,0.016483,0.25,0.387983,,,,,
3386,0.017483,0.25,0.416417,0.425233,,,,
3387,0.019017,0.25,0.411883,,,,,
3388,0.02215,0.26,0.3892,0.408717,0.621317,,,
3389,0.018583,0.26,0.3716,,,,,
3390,0.019317,0.26,0.395883,0.444217,,,,
3391,0.017833,0.26,0.39455,,,,,
3392,0.017317,0.26,0.411417,0.469067,0.682667,0.984983,3.270233,19.20465
3393,0.014383,0.26,0.400417,,,,,
3394,0.0185,0.26,0.394617,0.441467,,,,
3395,0.016983,0.26,0.40305,,,,,
3396,0.016417,0.26,0.427033,0.431,0.657133,,,
3397,0.0212,0.26,0.436083,,,,,
3398,0.01995,0.26,0.39915,0.442617,,,,
3399,0.01735,0.26,0.382283,,,,,
3400,0.018283,0.26,0.382733,0.4152,0.650167,0.9764,,
3401,0.017433,0.26,0.405217,,,,,
3402,0.0171,0.25,0.4143,0.425933,,,,
3403,0.01805,0.25,0.418183,,,,,
3404,0.0211,0.24,0.401217,0.40255,0.61665,,,
3405,0.0185,0.26,0.399033,,,,,
3406,0.019717,0.26,0.395817,0.40595,,,,
3407,0.017,0.26,0.38645,,,,,
3408,0.0202,0.26,0.4043,0.417267,0.630817,0.967717,3.51735,
3409,0.017067,0.26,0.39935,,,,,
3410,0.01675,0.26,0.388717,0.4395,,,,
3411,0.018017,0.25,0.395917,,,,,
3412,0.018683,0.26,0.395,0.453233,0.615583,,,
3413,0.01745,0.26,0.418533,,,,,
3414,0.01835,0.26,0.422933,0.440667,,,,
3415,0.017683,0.26,0.411417,,,,,
3416,0.018483,0.26,0.41805,0.4379,0.630033,1.11825,,
3417,0.0169,0.26,0.4059,,,,,
3418,0.01725,0.26,0.402533,0.424233,,,,
3419,0.01835,0.26,0.3847,,,,,
3420,0.019283,0.25,0.402633,0.422867,0.627133,,,
3421,0.0164,0.25,0.383533,,,,,
3422,0.0177,0.26,0.36815,0.419167,,,,
3423,0.018067,0.26,0.396017,,,,,
3424,0.019617,0.26,0.394417,0.417417,0.6209,1.005017,3.51245,19.389467
3425,0.01785,0.25,0.388333,,,,,
3426,0.01725,0.26,0.401783,0.438883,,,,
3427,0.017867,0.26,0.39105,,,,,
3428,0.01795,0.26,0.3896,0.441183,0.669617,,,
3429,0.017433,0.26,0.406333,,,,,
3430,0.01965,0.27,0.405017,0.444617,,,,
3431,0.0169,0.26,0.416483,,,,,
3432,0.016233,0.26,0.39775,0.4424,0.613467,0.97835,,
3433,0.016,0.26,0.39225,,,,,
3434,0.0178,0.26,0.406,0.442183,,,,
3435,0.016317,0.26,0.39335,,,,,
3436,0.01745,0.27,0.4052,0.43755,0.637267,,,
3437,0.017933,0.26,0.412667,,,,,
3438,0.016717,0.26,0.395983,0.427567,,,,
3439,0.017883,0.26,0.4074,,,,,
3440,0.018317,0.24,0.411083,0.411133,0.666417,0.995383,3.493083,
3441,0.017633,0.24,0.410333,,,,,
3442,0.01705,0.25,0.403417,0.399883,,,,
3443,0.0159,0.24,0.411133,,,,,
3444,0.016617,0.25,0.386483,0.4326,0.67,,,
3445,0.0165,0.25,0.424367,,,,,
3446,0.018433,0.27,0.40525,0.407283,,,,
3447,0.019583,0.26,0.396967,,,,,
3448,0.01655,0.26,0.41695,0.466017,0.6164,0.96725,,
3449,0.0174,0.26,0.39825,,,,,
3450,0.016183,0.26,0.4268,0.44475,,,,
3451,0.017983,0.26,0.415217,,,,,
3452,0.017817,0.26,0.40625,0.463933,0.618283,,,
3453,0.017867,0.26,0.379433,,,,,
3454,0.016117,0.26,0.389067,0.406533,,,,
3455,0.0183,0.27,0.391233,,,,,
3456,0.016583,0.25,0.431433,0.407617,0.62365,0.993583,3.509233,19.291983
3457,0.018783,0.26,0.403317,,,,,
3458,0.0186,0.26,0.405683,0.406317,,,,
3459,0.017067,0.25,0.410017,,,,,
3460,0.017067,0.24,0.409017,0.423317,0.641017,,,
3461,0.020683,0.29,0.395133,,,,,
3462,0.017683,0.29,0.38885,0.404783,,,,
3463,0.016983,0.26,0.428967,,,,,
3464,0.0165,0.25,0.411217,0.4107,0.615167,0.9862,,
3465,0.01795,0.3,0.424033,,,,,
3466,0.017283,0.27,0.405133,0.437017,,,,
3467,0.016783,0.3,0.398133,,,,,
3468,0.016933,0.26,0.4054,0.421117,0.651767,,,
3469,0.016117,0.3,0.418983,,,,,
3470,0.01565,0.3,0.409567,0.441567,,,,
3471,0.017233,0.26,0.420067,,,,,
3472,0.01705,0.27,0.402717,0.459317,0.635283,0.9706,3.27825,
3473,0.01735,0.26,0.394967,,,,,
3474,0.0182,0.26,0.385667,0.443717,,,,
3475,0.016683,0.26,0.399333,,,,,
3476,0.017183,0.26,0.4032,0.421583,0.641783,,,
3477,0.0173,0.26,0.408017,,,,,
3478,0.0179,0.26,0.4449,0.418033,,,,
3479,0.0177,0.26,0.422967,,,,,
3480,0.01945,0.25,0.404233,0.433283,0.65525,1.07505,,
3481,0.016483,0.25,0.396333,,,,,
3482,0.015067,0.27,0.399983,0.416417,,,,
3483,0.018583,0.25,0.397783,,,,,
3484,0.019883,0.26,0.407633,0.420367,0.63815,,,
3485,0.017183,0.26,0.396817,,,,,
3486,0.016667,0.26,0.389667,0.416967,,,,
3487,0.015983,0.26,0.397267,,,,,
3488,0.015517,0.26,0.38835,0.413967,0.613217,0.984433,3.509367,19.269183
3489,0.016667,0.26,0.388083,,,,,
3490,0.01715,0.26,0.39185,0.403717,,,,
3491,0.016383,0.26,0.39595,,,,,
3492,0.017567,0.26,0.398333,0.4472,0.617783,,,
3493,0.015833,0.26,0.41475,,,,,
3494,0.0177,0.26,0.397833,0.419117,,,,
3495,0.018333,0.27,0.4009,,,,,
3496,0.019267,0.26,0.407133,0.429517,0.63615,1.02775,,
3497,0.018217,0.24,0.3906,,,,,
3498,0.017267,0.24,0.397733,0.404483,,,,
3499,0.017817,0.24,0.410133,,,,,
3500,0.0173,0.24,0.436367,0.401317,0.609817,,,
3501,0.0177,0.25,0.41635,,,,,
3502,0.0171,0.25,0.42535,0.44555,,,,
3503,0.017967,0.25,0.4282,,,,,
3504,0.01915,0.26,0.387067,0.44255,0.664883,0.990933,3.271267,
3505,0.016967,0.26,0.384483,,,,,
3506,0.018383,0.26,0.402117,0.4415,,,,
3507,0.018283,0.26,0.39805,,,,,
3508,0.019667,0.26,0.3956,0.4382,0.636867,,,
3509,0.016583,0.26,0.405,,,,,
3510,0.017383,0.26,0.4294,0.433883,,,,
3511,0.020967,0.26,0.411833,,,,,
3512,0.017783,0.27,0.409133,0.418533,0.633483,1.035467,,
3513,0.018533,0.27,0.407783,,,,,
3514,0.019033,0.26,0.395333,0.403567,,,,
3515,0.018817,0.25,0.394283,,,,,
3516,0.017333,0.26,0.38955,0.419467,0.652833,,,
3517,0.01695,0.25,0.395817,,,,,
3518,0.019483,0.25,0.3895,0.41995,,,,
3519,0.018233,0.25,0.41315,,,,,
3520,0.017683,0.26,0.443283,0.463583,0.64135,0.9819,3.50525,19.322667
3521,0.01615,0.26,0.419883,,,,,
3522,0.01815,0.26,0.414233,0.40895,,,,
3523,0.0165,0.26,0.401267,,,,,
3524,0.017483,0.26,0.412517,0.412783,0.659333,,,
3525,0.017517,0.26,0.395467,,,,,
3526,0.0168,0.26,0.388867,0.4086,,,,
3527,0.016883,0.26,0.38375,,,,,
3528,0.018133,0.26,0.412,0.463417,0.618433,0.9968,,
3529,0.0171,0.26,0.403333,,,,,
3530,0.01525,0.26,0.403567,0.445783,,,,
3531,0.016717,0.26,0.410983,,,,,
3532,0.01575,0.26,0.407583,0.44295,0.61655,,,
3533,0.018233,0.26,0.410767,,,,,
3534,0.017817,0.25,0.40355,0.42115,,,,
3535,0.018483,0.26,0.396783,,,,,
3536,0.0203,0.26,0.38575,0.4206,0.630517,0.986767,3.507267,
3537,0.021367,0.25,0.37965,,,,,
3538,0.017883,0.25,0.393517,0.440117,,,,
3539,0.016283,0.26,0.390133,,,,,
3540,0.017783,0.26,0.404083,0.450883,0.6231,,,
3541,0.016717,0.26,0.40635,,,,,
3542,0.017983,0.26,0.43635,0.42005,,,,
3543,0.017133,0.26,0.414333,,,,,
3544,0.01595,0.26,0.417717,0.4371,0.657167,1.087117,,
3545,0.017367,0.26,0.40945,,,,,
3546,0.017917,0.26,0.411,0.43455,,,,
3547,0.0183,0.26,0.4117,,,,,
3548,0.016883,0.26,0.3755,0.467233,0.651667,,,
3549,0.019933,0.25,0.408217,,,,,
3550,0.0176,0.26,0.4,0.4461,,,,
3551,0.016267,0.26,0.43305,,,,,
3552,0.016617,0.26,0.403,0.407267,0.6277,0.968933,3.285717,19.28825
3553,0.0175,0.26,0.381717,,,,,
3554,0.016217,0.25,0.3906,0.412283,,,,
3555,0.0169,0.25,0.40415,,,,,
3556,0.016333,0.25,0.386633,0.431517,0.639533,,,
3557,0.018967,0.26,0.3905,,,,,
3558,0.015517,0.26,0.430817,0.4072,,,,
3559,0.017433,0.26,0.400917,,,,,
3560,0.01785,0.26,0.42125,0.408583,0.632183,1.054,,
3561,0.017,0.26,0.413583,,,,,
3562,0.01695,0.26,0.3778,0.42145,,,,
3563,0.016617,0.26,0.38735,,,,,
3564,0.01755,0.26,0.380867,0.447567,0.64195,,,
3565,0.01675,0.26,0.394117,,,,,
3566,0.0193,0.26,0.39205,0.416683,,,,
3567,0.01795,0.26,0.38415,,,,,
3568,0.017483,0.27,0.380317,0.438833,0.665017,1.007267,3.5139,
3569,0.01835,0.26,0.3902,,,,,
3570,0.019483,0.26,0.394933,0.4106,,,,
3571,0.01885,0.26,0.390183,,,,,
3572,0.017567,0.25,0.40255,0.4116,0.6379,,,
3573,0.019967,0.25,0.388383,,,,,
3574,0.018617,0.24,0.384917,0.42255,,,,
3575,0.0175,0.25,0.4204,,,,,
3576,0.015583,0.25,0.437717,0.41815,0.65875,1.013417,,
3577,0.0182,0.26,0.434767,,,,,
3578,0.018167,0.26,0.437267,0.41325,,,,
3579,0.0156,0.26,0.402717,,,,,
3580,0.015917,0.25,0.406267,0.43445,0.663033,,,
3581,0.0182,0.26,0.391533,,,,,
3582,0.016133,0.26,0.392,0.43825,,,,
3583,0.01645,0.27,0.4033,,,,,
3584,0.016483,0.26,0.392333,0.46295,0.634867,0.974167,3.284467,19.339833
3585,0.018017,0.26,0.391083,,,,,
3586,0.01765,0.26,0.401833,0.444867,,,,
3587,0.017667,0.26,0.3934,,,,,
3588,0.01705,0.28,0.408283,0.4457,0.637267,,,
3589,0.01865,0.26,0.3835,,,,,
3590,0.01775,0.25,0.399417,0.424617,,,,
3591,0.016883,0.26,0.39735,,,,,
3592,0.018483,0.25,0.416067,0.407183,0.636083,1.108567,,
3593,0.019433,0.25,0.438117,,,,,
3594,0.017533,0.25,0.438533,0.420183,,,,
3595,0.016967,0.26,0.452017,,,,,
3596,0.016167,0.26,0.403467,0.43245,0.63775,,,
3597,0.01735,0.26,0.41425,,,,,
3598,0.018717,0.26,0.40375,0.404183,,,,
3599,0.018533,0.27,0.416417,,,,,
3600,0.017867,0.26,0.391833,0.433517,0.62055,1.023267,3.285767,
3601,0.016917,0.26,0.391867,,,,,
3602,0.022667,0.27,0.395183,0.437767,,,,
3603,0.02385,0.27,0.380333,,,,,
3604,0.02125,0.26,0.39,0.437967,0.61865,,,
3605,0.0205,0.26,0.3877,,,,,
3606,0.019383,0.26,0.3724,0.44415,,,,
3607,0.022683,0.26,0.387467,,,,,
3608,0.020983,0.26,0.408867,0.40745,0.660717,1.002567,,
3609,0.0224,0.25,0.395983,,,,,
3610,0.020617,0.25,0.4066,0.420667,,,,
3611,0.018983,0.25,0.4435,,,,,
3612,0.017367,0.24,0.4257,0.419317,0.6105,,,
3613,0.01685,0.25,0.429083,,,,,
3614,0.016917,0.25,0.416583,0.425183,,,,
3615,0.018467,0.26,0.41655,,,,,
3616,0.015017,0.26,0.403717,0.4145,0.64545,1.0198,3.513517,20.089083
3617,0.017217,0.26,0.397083,,,,,
3618,0.01715,0.26,0.384917,0.43915,,,,
3619,0.017283,0.26,0.38915,,,,,
3620,0.018717,0.26,0.389317,0.436567,0.701467,,,
3621,0.018033,0.27,0.3864,,,,,
3622,0.017233,0.26,0.433017,0.44085,,,,
3623,0.017517,0.26,0.3819,,,,,
3624,0.017233,0.25,0.388417,0.4302,0.6566,1.039583,,
3625,0.015067,0.26,0.396083,,,,,
3626,0.017633,0.26,0.3998,0.44075,,,,
3627,0.016983,0.26,0.388317,,,,,
3628,0.0184,0.25,0.400917,0.41235,0.6272,,,
3629,0.017517,0.26,0.422017,,,,,
3630,0.0163,0.24,0.431967,0.427433,,,,
3631,0.015933,0.25,0.402817,,,,,
3632,0.018667,0.25,0.406333,0.420417,0.637783,1.007733,3.639333,
3633,0.01645,0.25,0.435117,,,,,
3634,0.015967,0.26,0.405467,0.417,,,,
3635,0.0179,0.26,0.399067,,,,,
3636,0.01845,0.26,0.406717,0.4387,0.624967,,,
3637,0.020367,0.25,0.3812,,,,,
3638,0.018917,0.26,0.378183,0.449883,,,,
3639,0.017783,0.26,0.401933,,,,,
3640,0.017767,0.27,0.395483,0.453067,0.66965,1.0414,,
3641,0.01655,0.26,0.398817,,,,,
3642,0.015933,0.26,0.411533,0.450133,,,,
3643,0.016217,0.3,0.394617,,,,,
3644,0.015817,0.3,0.418667,0.4432,0.615383,,,
3645,0.019817,0.26,0.391233,,,,,
3646,0.017167,0.25,0.399317,0.416583,,,,
3647,0.0173,0.3,0.39925,,,,,
3648,0.016767,0.24,0.42785,0.426883,0.665517,1.0496,3.516983,20.6607
3649,0.01785,0.24,0.43445,,,,,
3650,0.018017,0.29,0.38965,0.427283,,,,
3651,0.0177,0.28,0.40075,,,,,
3652,0.017417,0.26,0.393833,0.4546,0.619517,,,
3653,0.017383,0.25,0.37445,,,,,
3654,0.017217,0.25,0.3831,0.4432,,,,
3655,0.016467,0.26,0.3967,,,,,
3656,0.016783,0.26,0.36415,0.43865,0.629767,0.979067,,
3657,0.016233,0.26,0.422317,,,,,
3658,0.015617,0.26,0.41935,0.444283,,,,
3659,0.0159,0.26,0.42105,,,,,
3660,0.017917,0.26,0.4087,0.42655,0.633733,,,
3661,0.01835,0.26,0.412567,,,,,
3662,0.017283,0.26,0.41215,0.420233,,,,
3663,0.01735,0.26,0.414133,,,,,
3664,0.016967,0.26,0.396333,0.432167,0.622117,1.010783,3.302,
3665,0.016817,0.25,0.404033,,,,,
3666,0.0168,0.25,0.394667,0.4127,,,,
3667,0.018617,0.25,0.415217,,,,,
3668,0.017733,0.24,0.401067,0.401717,0.6531,,,
3669,0.017433,0.26,0.39565,,,,,
3670,0.01735,0.26,0.3965,0.44755,,,,
3671,0.018117,0.26,0.420217,,,,,
3672,0.017183,0.25,0.4103,0.44855,0.65385,0.97335,,
3673,0.018933,0.27,0.403783,,,,,
3674,0.017817,0.26,0.3964,0.449983,,,,
3675,0.0201,0.26,0.392983,,,,,
3676,0.016683,0.26,0.39825,0.44615,0.62305,,,
3677,0.017767,0.26,0.38705,,,,,
