Time(fs),ZINDO,LC-DFTB,STO-3G,3-21G,6-31G,def2-SVP,def2-TZVP,def2-QZVP
8289,4.650945,5.989563,6.491715,,,,,
8290,4.641068,5.970403,6.476123,5.752762,,,,
8291,4.630972,5.951811,6.460667,,,,,
8292,4.620822,5.933947,6.445292,5.727129,5.641767,,,
8293,4.611217,5.917982,6.43087,,,,,
8294,4.603244,5.90564,6.419033,5.706612,,,,
8295,4.598128,5.898605,6.411768,,,,,
8296,4.597284,5.898531,6.410815,5.701768,5.61646,5.501492,,
8297,4.60172,5.906385,6.417564,,,,,
8298,4.611706,5.922333,6.432231,5.720571,,,,
8299,4.626591,5.945411,6.453755,,,,,
8300,4.644605,5.973526,6.479851,5.75932,5.674067,,,
8301,4.663463,6.004061,6.507579,,,,,
8302,4.681041,6.034436,6.534382,5.802994,,,,
8303,4.695817,6.062378,6.558192,,,,,
8304,4.707218,6.086427,6.578165,5.838206,5.752136,5.631236,5.528976,
8305,4.715355,6.105749,6.593975,,,,,
8306,4.72077,6.120294,6.605622,5.860057,,,,
8307,4.724062,6.130238,6.613758,,,,,
8308,4.725287,6.13534,6.617921,5.868574,5.781361,,,
8309,4.724198,6.135033,6.617704,,,,,
8310,4.720443,6.128854,6.612996,5.862288,,,,
8311,4.714103,6.117426,6.604397,,,,,
8312,4.705395,6.101849,6.592533,5.843866,5.755891,5.635944,,
8313,4.695681,6.085259,6.579553,,,,,
8314,4.686783,6.070945,6.567907,5.824138,,,,
8315,4.680823,6.061895,6.560043,,,,,
8316,4.679463,6.060004,6.557811,5.818396,5.730666,,,
8317,4.683436,6.065248,6.561567,,,,,
8318,4.692007,6.075758,6.570165,5.830587,,,,
8319,4.703082,6.087761,6.580696,,,,,
8320,4.713205,6.096253,6.588968,5.845961,5.759157,5.638991,5.536731,5.513628
8321,4.718865,6.097198,6.591091,,,,,
8322,4.717015,6.087447,6.583662,5.841009,,,,
8323,4.706293,6.066431,6.565539,,,,,
8324,4.6873,6.036149,6.538001,5.80392,5.718666,,,
8325,4.662374,6.000466,6.504531,,,,,
8326,4.635135,5.964232,6.46932,5.747946,,,,
8327,4.609448,5.932054,6.437265,,,,,
8328,4.588495,5.907116,6.412013,5.700162,5.615072,5.499125,,
8329,4.574182,5.89077,6.395659,,,,,
8330,4.567025,5.882727,6.388475,5.678856,,,,
8331,4.566644,5.882372,6.389944,,,,,
8332,4.571733,5.888145,6.398244,5.685604,5.599453,,,
8333,4.581529,5.899863,6.412421,,,,,
8334,4.595271,5.917311,6.431469,5.713632,,,,
8335,4.612523,5.940686,6.454735,,,,,
8336,4.632714,5.96989,6.481538,5.756626,5.670012,5.551969,5.450008,
8337,4.655081,6.004142,6.511008,,,,,
8338,4.678211,6.041326,6.54143,5.806749,,,,
8339,4.700225,6.07858,6.5709,,,,,
8340,4.718974,6.112272,6.596914,5.851812,5.765007,,,
8341,4.732389,6.138815,6.617051,,,,,
8342,4.739763,6.156505,6.630248,5.878669,,,,
8343,4.741015,6.164789,6.63618,,,,,
8344,4.737097,6.164474,6.6355,5.883322,5.795756,5.67423,,
8345,4.729559,6.157446,6.62984,,,,,
8346,4.720198,6.146048,6.620751,5.871921,,,,
8347,4.710457,6.132264,6.609921,,,,,
8348,4.701368,6.11781,6.598656,5.854261,5.76615,,,
8349,4.693313,6.103696,6.587581,,,,,
8350,4.68632,6.090394,6.576887,5.836519,,,,
8351,4.680524,6.078607,6.567063,,,,,
8352,4.675544,6.06767,6.557539,5.820355,5.732517,5.614338,5.511887,5.488811
8353,4.671463,6.057537,6.548233,,,,,
8354,4.66817,6.04792,6.539008,5.804382,,,,
8355,4.665449,6.038443,6.529566,,,,,
8356,4.662782,6.028553,6.519906,5.788436,5.701795,,,
8357,4.659707,6.017754,6.509892,,,,,
8358,4.655816,6.005663,6.499579,5.772599,,,,
8359,4.651109,5.992256,6.489266,,,,,
8360,4.645938,5.978163,6.479551,5.758123,5.672761,5.555098,,
8361,4.641095,5.964873,6.471415,,,,,
8362,4.636687,5.952578,6.464694,5.747374,,,,
8363,4.633013,5.942402,6.459578,,,,,
8364,4.629938,5.935048,6.455796,5.739619,5.654311,,,
8365,4.627163,5.930878,6.452857,,,,,
8366,4.624469,5.929852,6.450381,5.733252,,,,
8367,4.621829,5.931362,6.448313,,,,,
8368,4.619843,5.935207,6.447578,5.729387,5.643372,5.527316,5.426606,
8369,4.619462,5.941485,6.449265,,,,,
8370,4.622074,5.951431,6.455197,5.735265,,,,
8371,4.628986,5.966476,6.466925,,,,,
8372,4.640877,5.987712,6.485266,5.759919,5.67355,,,
8373,4.657694,6.015513,6.510219,,,,,
8374,4.678266,6.048662,6.540287,5.804627,,,,
8375,4.700416,6.084619,6.572778,,,,,
8376,4.72145,6.119962,6.60437,5.856955,5.769851,5.64944,,
8377,4.738784,6.151024,6.63169,,,,,
8378,4.750566,6.174818,6.652153,5.897037,,,,
8379,4.756199,6.189771,6.664317,,,,,
8380,4.756172,6.195539,6.668589,5.91203,5.82392,,,
8381,4.752226,6.193592,6.666276,,,,,
8382,4.745587,6.185105,6.658494,5.903323,,,,
8383,4.737641,6.172205,6.646847,,,,,
8384,4.728852,6.156394,6.632235,5.879105,5.790722,5.670829,5.566854,5.543207
8385,4.719055,6.138352,6.615037,,,,,
8386,4.707817,6.118137,6.595499,5.845961,,,,
8387,4.69481,6.095399,6.573839,,,,,
8388,4.680388,6.070543,6.551036,5.808491,5.720979,,,
8389,4.665803,6.044953,6.528532,,,,,
8390,4.652959,6.021186,6.509049,5.77581,,,,
8391,4.644333,6.00281,6.495334,,,,,
8392,4.640741,5.990822,6.487987,5.761497,5.675074,5.557847,,
8393,4.642401,5.985864,6.487225,,,,,
8394,4.647952,5.986647,6.491416,5.76683,,,,
8395,4.654864,5.990244,6.497538,,,,,
8396,4.660279,5.993208,6.502137,5.777334,5.691346,,,
8397,4.661993,5.992643,6.502518,,,,,
8398,4.659218,5.98731,6.49762,5.774967,,,,
8399,4.652741,5.977998,6.488341,,,,,
8400,4.644632,5.967192,6.477157,5.75883,5.673223,5.556595,5.456376,
8401,4.63802,5.959177,6.468204,,,,,
8402,4.634727,5.956267,6.463905,5.746857,,,,
8403,4.636006,5.960431,6.46581,,,,,
8404,4.641775,5.971674,6.474408,5.752953,5.667073,,,
8405,4.650891,5.988562,6.48864,,,,,
8406,4.661531,6.008383,6.505865,5.776164,,,,
8407,4.67198,6.028537,6.523797,,,,,
8408,4.68134,6.047377,6.540641,5.804219,5.717251,5.599426,,
8409,4.689368,6.06427,6.555988,,,,,
8410,4.696742,6.079732,6.570029,5.829553,,,,
8411,4.704307,6.094712,6.583472,,,,,
8412,4.712715,6.109937,6.59705,5.85339,5.765769,,,
8413,4.722185,6.125724,6.610928,,,,,
8414,4.731981,6.141358,6.624398,5.876819,,,,
8415,4.740825,6.155193,6.635772,,,,,
8416,4.747165,6.165163,6.643473,5.892656,5.805117,5.684244,5.582119,5.558309
8417,4.749913,6.169574,6.646276,,,,,
8418,4.748308,6.167234,6.643418,5.892357,,,,
8419,4.742376,6.157876,6.634983,,,,,
8420,4.732443,6.141864,6.621432,5.873553,5.786423,,,
8421,4.719817,6.121461,6.604533,,,,,
8422,4.704987,6.097608,6.584751,5.842532,,,,
8423,4.688987,6.072267,6.563471,,,,,
8424,4.672932,6.047061,6.541893,5.806886,5.719619,5.600678,,
8425,4.657857,6.023269,6.521185,,,,,
8426,4.644768,6.002042,6.502463,5.774667,,,,
8427,4.634455,5.984249,6.486626,,,,,
8428,4.62738,5.970527,6.474354,5.751946,5.665114,,,
8429,4.623625,5.961136,6.465946,,,,,
8430,4.62289,5.956053,6.461374,5.741469,,,,
8431,4.624877,5.955367,6.460721,,,,,
8432,4.628795,5.95825,6.463197,5.742993,5.657359,5.541057,5.440756,
8433,4.634346,5.964532,6.468748,,,,,
8434,4.641149,5.973817,6.476939,5.754286,,,,
8435,4.648932,5.985582,6.487361,,,,,
8436,4.657258,5.999008,6.49928,5.772028,5.686638,,,
8437,4.665367,6.012744,6.511579,,,,,
8438,4.672252,6.025076,6.522817,5.790042,,,,
8439,4.676633,6.034148,6.531362,,,,,
8440,4.677585,6.038628,6.535988,5.799593,5.712979,5.594854,,
8441,4.675272,6.038866,6.536831,,,,,
8442,4.670429,6.035908,6.53479,5.798477,,,,
8443,4.66515,6.032387,6.532205,,,,,
8444,4.662048,6.031595,6.532042,5.797226,5.70955,,,
8445,4.663517,6.036458,6.536723,,,,,
8446,4.671109,6.049255,6.548369,5.811756,,,,
8447,4.684823,6.070271,6.566573,,,,,
8448,4.70311,6.097682,6.589703,5.845961,5.758177,5.638474,5.536595,5.513737
8449,4.723137,6.127731,6.614493,,,,,
8450,4.741559,6.155652,6.637105,5.884547,,,,
8451,4.755274,6.176793,6.653922,,,,,
8452,4.762784,6.188587,6.662956,5.905881,5.818505,,,
8453,4.763655,6.190058,6.663446,,,,,
8454,4.758838,6.182201,6.656317,5.901336,,,,
8455,4.749913,6.166989,6.643174,,,,,
8456,4.738811,6.147106,6.62633,5.877417,5.790531,5.669223,,
8457,4.726756,6.124401,6.607282,,,,,
8458,4.714293,6.100194,6.586982,5.844954,,,,
8459,4.701286,6.074989,6.565784,,,,,
8460,4.687327,6.048948,6.543634,5.808981,5.722421,,,
8461,4.672823,6.023516,6.521675,,,,,
8462,4.657639,5.998694,6.499824,5.773252,,,,
8463,4.643027,5.976333,6.479742,,,,,
8464,4.630754,5.958672,6.463469,5.743946,5.657903,5.542037,5.441164,
8465,4.622509,5.947501,6.452911,,,,,
8466,4.619489,5.943837,6.449183,5.73219,,,,
8467,4.622074,5.947866,6.452748,,,,,
8468,4.62953,5.958297,6.462517,5.742231,5.656488,,,
8469,4.64017,5.973018,6.476504,,,,,
8470,4.652034,5.98981,6.492531,5.766014,,,,
8471,4.662946,6.006284,6.508069,,,,,
8472,4.671844,6.021298,6.521838,5.790205,5.70468,5.585983,,
8473,4.678211,6.034285,6.533103,,,,,
8474,4.682402,6.045422,6.542083,5.80743,,,,
8475,4.684987,6.05484,6.549076,,,,,
8476,4.686783,6.062955,6.554791,5.817852,5.731891,,,
8477,4.688415,6.070104,6.559852,,,,,
8478,4.69013,6.076163,6.564451,5.825036,,,,
8479,4.692007,6.081439,6.568941,,,,,
8480,4.694075,6.086219,6.573431,5.831539,5.744789,5.625168,5.523506,5.500567
8481,4.696579,6.09157,6.578465,,,,,
8482,4.699626,6.097745,6.583989,5.839811,,,,
8483,4.703545,6.105454,6.590356,,,,,
8484,4.708606,6.114834,6.597676,5.850995,5.763592,,,
8485,4.714566,6.125064,6.605404,,,,,
8486,4.720797,6.134857,6.612724,5.863376,,,,
8487,4.726511,6.142861,6.618819,,,,,
8488,4.730566,6.147286,6.622438,5.871621,5.784382,5.663481,,
8489,4.732171,6.147065,6.622711,,,,,
8490,4.730675,6.141411,6.618819,5.86939,,,,
8491,4.726321,6.130944,6.611091,,,,,
8492,4.719137,6.11563,6.599227,5.85456,5.768164,,,
8493,4.709831,6.096817,6.584125,,,,,
8494,4.698946,6.075496,6.566519,5.829036,,,,
8495,4.687136,6.053023,6.54758,,,,,
8496,4.674946,6.030415,6.528151,5.798341,5.712544,5.593766,5.492186,
8497,4.662918,6.008848,6.509511,,,,,
8498,4.652007,5.989765,6.492939,5.769361,,,,
8499,4.643081,5.974471,6.479633,,,,,
8500,4.637095,5.964204,6.470708,5.750612,5.664896,,,
8501,4.634918,5.959945,6.466952,,,,,
8502,4.636251,5.961063,6.46785,5.747456,,,,
8503,4.640632,5.966915,6.472749,,,,,
8504,4.647081,5.976436,6.480667,5.757361,5.671427,5.5545,,
8505,4.654347,5.98804,6.490273,,,,,
8506,4.661503,6.000616,6.500695,5.773933,,,,
8507,4.668034,6.013358,6.51147,,,,,
8508,4.674129,6.026228,6.522681,5.792817,5.706992,,,
8509,4.680388,6.039715,6.534845,,,,,
8510,4.687354,6.054227,6.548287,5.814287,,,,
8511,4.695354,6.07003,6.562954,,,,,
8512,4.704008,6.086528,6.578111,5.837607,5.75132,5.630937,5.528595,5.504866
8513,4.712606,6.103057,6.592805,,,,,
8514,4.719926,6.117998,6.605431,5.857662,,,,
8515,4.724579,6.129472,6.614302,,,,,
8516,4.725858,6.13628,6.618574,5.866615,5.779402,,,
8517,4.723872,6.138105,6.618248,,,,,
8518,4.7196,6.135711,6.614329,5.862941,,,,
8519,4.714756,6.130997,6.608778,,,,,
8520,4.711028,6.125843,6.603499,5.854805,5.767538,5.646638,,
8521,4.709831,6.122224,6.600316,,,,,
8522,4.71111,6.120154,6.599173,5.851757,,,,
8523,4.714185,6.119245,6.599608,,,,,
8524,4.717559,6.11808,6.600125,5.853009,5.766422,,,
8525,4.719654,6.11501,6.599173,,,,,
8526,4.719382,6.108907,6.595581,5.850914,,,,
8527,4.716307,6.099267,6.588805,,,,,
8528,4.710974,6.086874,6.579444,5.840247,5.754286,5.634311,5.532295,
8529,4.704416,6.073055,6.568533,,,,,
8530,4.697831,6.059336,6.557403,5.823675,,,,
8531,4.692171,6.047331,6.547417,,,,,
8532,4.687109,6.036429,6.538056,5.806886,5.721278,,,
8533,4.682238,6.026408,6.529185,,,,,
8534,4.676769,6.016431,6.520015,5.789878,,,,
8535,4.67002,6.005744,6.509974,,,,,
8536,4.662102,5.994525,6.499307,5.771565,5.685958,5.568269,,
8537,4.653721,5.983719,6.488885,,,,,
8538,4.646374,5.97525,6.48034,5.7563,,,,
8539,4.641585,5.971136,6.475633,,,,,
8540,4.640877,5.973224,6.476504,5.75415,5.668352,,,
8541,4.644932,5.98241,6.483987,,,,,
8542,4.653422,5.997934,6.497647,5.772218,,,,
8543,4.665531,6.018768,6.51645,,,,,
8544,4.679789,6.04288,6.538518,5.806205,5.719428,5.601249,5.499832,5.476458
8545,4.694375,6.067725,6.561294,,,,,
8546,4.707872,6.091262,6.582683,5.842777,,,,
8547,4.719137,6.111626,6.600697,,,,,
8548,4.727654,6.127957,6.614602,5.868928,5.781606,,,
8549,4.733423,6.139945,6.624207,,,,,
8550,4.736607,6.147623,6.629704,5.880492,,,,
8551,4.737641,6.151586,6.631854,,,,,
8552,4.736661,6.152021,6.631037,5.880166,5.792627,5.670829,,
8553,4.734022,6.149531,6.627881,,,,,
8554,4.730049,6.144537,6.622874,5.872275,,,,
8555,4.725069,6.137516,6.616425,,,,,
8556,4.719627,6.129068,6.60905,5.86071,5.773007,,,
8557,4.714185,6.119848,6.601322,,,,,
8558,4.709178,6.110407,6.593649,5.848682,,,,
8559,4.704905,6.101273,6.586465,,,,,
8560,4.701286,6.092456,6.579689,5.838151,5.750803,5.63129,5.528703,
8561,4.698402,6.084391,6.573594,,,,,
8562,4.695681,6.076225,6.56739,5.8289,,,,
8563,4.692796,6.067613,6.560696,,,,,
8564,4.689558,6.058401,6.553294,5.81777,5.731265,,,
8565,4.685776,6.048408,6.545076,,,,,
8566,4.681395,6.037694,6.536042,5.803593,,,,
8567,4.676497,6.02657,6.526491,,,,,
8568,4.671218,6.015551,6.516858,5.787702,5.701931,5.582854,,
8569,4.665585,6.005008,6.507552,,,,,
8570,4.659871,5.995489,6.499116,5.773225,,,,
8571,4.654564,5.987746,6.492259,,,,,
8572,4.649938,5.981909,6.487279,5.763864,5.677958,,,
8573,4.646646,5.978603,6.484722,,,,,
8574,4.645585,5.97874,6.485456,5.76264,,,,
8575,4.647299,5.9828,6.48981,,,,,
8576,4.651925,5.990869,6.497783,5.772463,5.685876,5.568731,5.468294,5.445845
8577,4.659354,6.002999,6.50913,,,,,
8578,4.66866,6.018199,6.522709,5.79211,,,,
8579,4.679109,6.035968,6.537838,,,,,
8580,4.689585,6.055042,6.553213,5.816382,5.729496,,,
8581,4.699599,6.074731,6.568369,,,,,
8582,4.708878,6.094189,6.582873,5.840464,,,,
8583,4.717858,6.11321,6.59705,,,,,
8584,4.726811,6.131427,6.611091,5.863485,5.776273,5.655291,,
8585,4.735763,6.148168,6.624779,,,,,
8586,4.744144,6.162429,6.63735,5.884629,,,,
8587,4.750729,6.17269,6.647337,,,,,
8588,4.754022,6.177312,6.652888,5.896982,5.809035,,,
8589,4.752798,6.175064,6.652507,,,,,
8590,4.746539,6.165572,6.645405,5.891295,,,,
8591,4.736117,6.150259,6.632507,,,,,
8592,4.722811,6.13072,6.615064,5.867649,5.779157,5.659454,5.556187,
8593,4.708906,6.110063,6.595935,,,,,
8594,4.696579,6.090872,6.577812,5.837934,,,,
8595,4.687409,6.075054,6.562655,,,,,
8596,4.682157,6.063552,6.551825,5.816165,5.728081,,,
8597,4.680388,6.055915,6.545104,,,,,
8598,4.681014,6.051124,6.541593,5.806613,,,,
8599,4.682565,6.047657,6.539797,,,,,
8600,4.683871,6.04446,6.538382,5.803729,5.716489,5.59831,,
8601,4.684361,6.041211,6.53694,,,,,
8602,4.683871,6.037519,6.535008,5.802096,,,,
8603,4.682837,6.03395,6.532995,,,,,
8604,4.681803,6.030988,6.531362,5.800573,5.714013,,,
8605,4.681041,6.028885,6.530355,,,,,
8606,4.680524,6.027471,6.529811,5.799729,,,,
8607,4.679871,6.026253,6.529239,,,,,
8608,4.678565,6.02466,6.528151,5.797634,5.710965,5.593031,5.492703,5.469818
8609,4.676415,6.022494,6.526164,,,,,
8610,4.673612,6.020133,6.523552,5.792981,,,,
8611,4.671,6.018877,6.521402,,,,,
8612,4.669204,6.019546,6.520505,5.790096,5.703128,,,
8613,4.669395,6.023686,6.5223,,,,,
8614,4.672415,6.032323,6.527933,5.795919,,,,
8615,4.67851,6.045347,6.537675,,,,,
8616,4.687381,6.062016,6.551281,5.814804,5.727374,5.60895,,
8617,4.69813,6.080758,6.567499,,,,,
8618,4.709695,6.100155,6.585077,5.842532,,,,
8619,4.720906,6.118625,6.602329,,,,,
8620,4.730702,6.134849,6.617704,5.869744,5.781824,,,
8621,4.738348,6.148016,6.630139,,,,,
8622,4.743137,6.156915,6.63833,5.887078,,,,
8623,4.744797,6.16092,6.641677,,,,,
8624,4.743246,6.159629,6.639963,5.888601,5.800464,5.679264,5.577249,
8625,4.738566,6.152949,6.633323,,,,,
8626,4.731246,6.141484,6.622466,5.874234,,,,
8627,4.721858,6.126139,6.608316,,,,,
8628,4.711355,6.108597,6.592424,5.849499,5.761415,,,
8629,4.700606,6.090391,6.576125,,,,,
8630,4.690619,6.073092,6.560832,5.823321,,,,
8631,4.68213,6.057931,6.547607,,,,,
8632,4.675245,6.045001,6.536614,5.803076,5.715156,5.596841,,
8633,4.669939,6.034371,6.527906,,,,,
8634,4.665912,6.025578,6.521103,5.790259,,,,
8635,4.662755,6.018182,6.515688,,,,,
8636,4.660143,6.011887,6.511334,5.782776,5.695101,,,
8637,4.65802,6.006741,6.507878,,,,,
8638,4.656687,6.003348,6.505729,5.779075,,,,
8639,4.65636,6.002008,6.505021,,,,,
8640,4.65734,6.002944,6.506082,5.779919,5.692843,5.57518,5.474906,5.451722
8641,4.659789,6.006276,6.509157,,,,,
8642,4.663109,6.010837,6.513402,5.785688,,,,
8643,4.666946,6.01608,6.518382,,,,,
8644,4.670891,6.021778,6.523797,5.793606,5.706639,,,
8645,4.674646,6.027811,6.529267,,,,,
8646,4.678347,6.034678,6.535008,5.802559,,,,
8647,4.682483,6.043075,6.541593,,,,,
8648,4.687572,6.053562,6.549675,5.814614,5.727211,5.608705,,
8649,4.693994,6.066188,6.559526,,,,,
8650,4.701667,6.080345,6.5709,5.831648,,,,
8651,4.710103,6.095221,6.583227,,,,,
8652,4.718076,6.108836,6.594846,5.850505,5.762477,,,
8653,4.724607,6.119958,6.604397,,,,,
8654,4.728988,6.127813,6.611255,5.863866,,,,
8655,4.73111,6.132256,6.615119,,,,,
8656,4.731491,6.134083,6.616724,5.869445,5.781334,5.661549,5.560622,
8657,4.731219,6.134775,6.617295,,,,,
8658,4.731328,6.135702,6.618112,5.871894,,,,
8659,4.732552,6.137855,6.620044,,,,,
8660,4.734702,6.14091,6.622792,5.875812,5.787865,,,
8661,4.737097,6.143929,6.625677,,,,,
8662,4.738022,6.144248,6.626221,5.877037,,,,
8663,4.736117,6.14,6.622819,,,,,
8664,4.730348,6.129627,6.614112,5.865526,5.777497,5.657604,,
8665,4.720498,6.112936,6.599771,,,,,
8666,4.707409,6.091059,6.580696,5.837798,,,,
8667,4.692633,6.066365,6.558845,,,,,
8668,4.678238,6.041798,6.536913,5.802695,5.715183,,,
8669,4.666129,6.020253,6.517593,,,,,
8670,4.657503,6.003601,6.502763,5.775348,,,,
8671,4.652877,5.992968,6.493592,,,,,
8672,4.651653,5.987674,6.489592,5.764626,5.67755,5.560894,5.461763,5.439232
8673,4.653041,5.987085,6.490109,,,,,
8674,4.65617,5.990139,6.494082,5.768762,,,,
8675,4.660306,5.995925,6.50045,,,,,
8676,4.665313,6.004168,6.508749,5.782069,5.694938,,,
8677,4.671082,6.014473,6.518464,,,,,
8678,4.677803,6.026759,6.52943,5.800192,,,,
8679,4.685313,6.040609,6.541267,,,,,
8680,4.69315,6.055111,6.553321,5.81962,5.732217,5.613494,,
8681,4.700497,6.06911,6.564641,,,,,
8682,4.706184,6.080848,6.573893,5.835158,,,,
8683,4.709613,6.089413,6.58037,,,,,
8684,4.710457,6.094397,6.583825,5.842015,5.75415,,,
8685,4.709096,6.096222,6.58456,,,,,
8686,4.706511,6.096153,6.583662,5.841444,,,,
8687,4.70379,6.09564,6.582383,,,,,
8688,4.702184,6.096333,6.58222,5.840492,5.752327,5.632896,5.531778,
8689,4.702484,6.099177,6.58407,,,,,
8690,4.704987,6.10456,6.588343,5.845907,,,,
8691,4.709531,6.112124,6.594819,,,,,
8692,4.715137,6.120281,6.602193,5.857635,5.769279,,,
8693,4.720987,6.127809,6.609323,,,,,
8694,4.725967,6.133063,6.614738,5.868383,,,,
8695,4.729314,6.135043,6.617404,,,,,
8696,4.730375,6.132939,6.616506,5.870125,5.782178,5.66193,,
8697,4.728879,6.126583,6.611772,,,,,
8698,4.724688,6.116217,6.603363,5.859213,,,,
8699,4.71794,6.102241,6.591553,,,,,
8700,4.708906,6.085457,6.576968,5.837335,5.750041,,,
8701,4.698157,6.066916,6.560532,,,,,
8702,4.686157,6.047165,6.542872,5.809579,,,,
8703,4.673857,6.027483,6.525212,,,,,
8704,4.662184,6.009002,6.508804,5.782069,5.695128,5.577357,5.477328,5.45458
8705,4.652007,5.99277,6.49479,,,,,
8706,4.644034,5.979719,6.484068,5.761796,,,,
8707,4.638727,5.970755,6.477293,,,,,
8708,4.636224,5.966417,6.474626,5.75347,5.666665,,,
8709,4.63655,5.967072,6.476096,,,,,
8710,4.639489,5.972756,6.481347,5.758395,,,,
8711,4.645013,5.983488,6.490273,,,,,
8712,4.652687,5.998293,6.502137,5.775048,5.688108,5.570364,,
8713,4.662374,6.016554,6.516559,,,,,
8714,4.673585,6.037155,6.53294,5.799647,,,,
8715,4.685694,6.058704,6.550464,,,,,
8716,4.69764,6.079531,6.567798,5.827212,5.739973,,,
8717,4.708361,6.098129,6.583689,,,,,
8718,4.716851,6.113201,6.596887,5.850505,,,,
8719,4.72243,6.123946,6.606465,,,,,
8720,4.725178,6.13063,6.612425,5.863812,5.775865,5.655427,5.553058,
8721,4.725749,6.134022,6.615282,,,,,
8722,4.724824,6.134623,6.615554,5.867703,,,,
8723,4.723709,6.133961,6.61471,,,,,
8724,4.723273,6.133052,6.61384,5.867213,5.778749,,,
8725,4.723817,6.132299,6.613431,,,,,
8726,4.72496,6.131574,6.613323,5.866696,,,,
8727,4.726103,6.130449,6.612969,,,,,
8728,4.726348,6.128307,6.611581,5.864927,5.776626,5.657685,,
8729,4.72526,6.124809,6.608615,,,,,
8730,4.722865,6.119986,6.604071,5.858941,,,,
8731,4.719845,6.114439,6.598683,,,,,
8732,4.716579,6.107927,6.592669,5.850288,5.762721,,,
8733,4.713858,6.101097,6.586955,,,,,
8734,4.711708,6.093818,6.581567,5.841662,,,,
8735,4.709667,6.085556,6.575961,,,,,
8736,4.706783,6.07557,6.569213,5.831866,5.74498,5.625304,5.524241,5.501084
8737,4.702021,6.063056,6.560233,,,,,
8738,4.694756,6.047752,6.548396,5.815348,,,,
8739,4.684878,6.030021,6.533756,,,,,
8740,4.673177,6.011173,6.517375,5.790586,5.704054,,,
8741,4.661013,5.993204,6.501048,,,,,
8742,4.649911,5.97796,6.486545,5.765279,,,,
8743,4.641693,5.967715,6.476123,,,,,
8744,4.637503,5.96391,6.471252,5.751402,5.664951,5.548132,,
8745,4.637503,5.966582,6.472177,,,,,
8746,4.641448,5.975309,6.478599,5.75551,,,,
8747,4.648333,5.988669,6.489347,,,,,
8748,4.657095,6.005099,6.503089,5.774341,5.687645,,,
8749,4.666782,6.023252,6.518627,,,,,
8750,4.676606,6.041872,6.534899,5.800436,,,,
8751,4.686402,6.060621,6.551607,,,,,
8752,4.695626,6.078385,6.567716,5.828002,5.74098,5.621059,5.519261,
8753,4.704252,6.095047,6.583036,,,,,
8754,4.712144,6.110296,6.597105,5.852465,,,,
8755,4.719137,6.1239,6.609459,,,,,
8756,4.72477,6.135277,6.619418,5.870669,5.78294,,,
8757,4.728661,6.143861,6.626302,,,,,
8758,4.730511,6.149175,6.629785,5.878969,,,,
8759,4.730348,6.151023,6.629894,,,,,
8760,4.728362,6.149396,6.626874,5.876411,5.788355,5.667209,,
8761,4.725069,6.144946,6.621622,,,,,
8762,4.720715,6.13757,6.614302,5.865717,,,,
8763,4.715926,6.128263,6.605894,,,,,
8764,4.710946,6.117357,6.596724,5.850859,5.762912,,,
8765,4.706103,6.105554,6.587309,,,,,
8766,4.701504,6.093391,6.577975,5.835702,,,,
8767,4.697341,6.081714,6.569186,,,,,
8768,4.693749,6.071224,6.561349,5.823212,5.735837,5.616406,5.514553,5.491669
8769,4.690892,6.062416,6.554845,,,,,
8770,4.688742,6.055304,6.549702,5.815049,,,,
8771,4.687055,6.049247,6.545485,,,,,
8772,4.685096,6.042733,6.540995,5.808926,5.721986,,,
8773,4.682429,6.035051,6.535661,,,,,
8774,4.678538,6.025322,6.528477,5.799266,,,,
8775,4.67334,6.013919,6.519389,,,,,
8776,4.667245,6.001868,6.50913,5.783837,5.697605,5.579317,,
8777,4.661013,5.990774,6.498871,,,,,
8778,4.655653,5.982256,6.490164,5.768164,,,,
8779,4.652088,5.977717,6.484585,,,,,
8780,4.650864,5.977793,6.483034,5.761606,5.675754,,,
8781,4.652034,5.982579,6.485946,,,,,
8782,4.654945,5.990635,6.492259,5.768028,,,,
8783,4.659272,6.001299,6.501375,,,,,
8784,4.664633,6.013871,6.512586,5.784191,5.697496,5.579643,5.478036,
8785,4.671027,6.02796,6.525348,,,,,
8786,4.678837,6.043864,6.539743,5.806994,,,,
8787,4.688443,6.062025,6.55607,,,,,
8788,4.699953,6.082586,6.574329,5.835811,5.748381,,,
8789,4.712851,6.104717,6.59373,,,,,
8790,4.725831,6.126796,6.612833,5.866723,,,,
8791,4.737532,6.146982,6.629976,,,,,
8792,4.745695,6.161871,6.642303,5.889499,5.801797,5.680325,,
8793,4.749451,6.170234,6.648725,,,,,
8794,4.748689,6.171872,6.649078,5.894044,,,,
8795,4.744253,6.16787,6.644344,,,,,
8796,4.737695,6.160173,6.636343,5.883077,5.795348,,,
8797,4.730593,6.150791,6.62701,,,,,
8798,4.723981,6.140926,6.617622,5.867186,,,,
8799,4.718348,6.131015,6.608724,,,,,
8800,4.713259,6.120557,6.59988,5.852084,5.7643,5.644134,5.541955,5.518935
8801,4.707899,6.10849,6.590084,,,,,
8802,4.701259,6.093698,6.578247,5.834668,,,,
8803,4.693123,6.076257,6.56426,,,,,
8804,4.683871,6.05711,6.548804,5.812219,5.725061,,,
8805,4.674538,6.037993,6.533294,,,,,
8806,4.666537,6.021089,6.519607,5.79045,,,,
8807,4.661095,6.008286,6.509321,,,,,
