Time(fs),ZINDO,LC-DFTB,STO-3G,3-21G,6-31G,def2-SVP,def2-TZVP,def2-QZVP
8808,4.658864,6.000486,6.503252,5.777987,5.691863,5.573521,,
8809,4.659599,5.997476,6.501212,,,,,
8810,4.662265,5.997776,6.501919,5.776354,,,,
8811,4.665585,5.999728,6.503933,,,,,
8812,4.667762,6.000803,6.505103,5.778069,5.692326,,,
8813,4.668061,6.000117,6.504695,,,,,
8814,4.666238,5.99743,6.502599,5.775946,,,,
8815,4.663109,5.993851,6.499715,,,,,
8816,4.659816,5.990955,6.497402,5.772082,5.685958,5.567833,5.466471,
8817,4.657639,5.990474,6.496885,,,,,
8818,4.657585,5.993768,6.499361,5.773443,,,,
8819,4.659952,6.001182,6.504994,,,,,
8820,4.664497,6.012416,6.513647,5.78411,5.697224,,,
8821,4.670864,6.027196,6.52513,,,,,
8822,4.677993,6.043725,6.538138,5.80313,,,,
8823,4.685694,6.06155,6.552478,,,,,
8824,4.694021,6.080254,6.568097,5.827512,5.739946,5.620542,,
8825,4.703246,6.099681,6.585023,,,,,
8826,4.713504,6.119546,6.602873,5.856329,,,,
8827,4.724525,6.139319,6.620915,,,,,
8828,4.735573,6.158122,6.63784,5.885173,5.796926,,,
8829,4.74526,6.174201,6.651691,,,,,
8830,4.75209,6.185367,6.660534,5.904085,,,,
8831,4.75473,6.189579,6.663065,,,,,
8832,4.752008,6.184736,6.657895,5.902642,5.814396,5.692298,5.588514,5.564269
8833,4.74409,6.171195,6.645514,,,,,
8834,4.73179,6.150479,6.627282,5.878397,,,,
8835,4.716579,6.124887,6.605159,,,,,
8836,4.700089,6.097131,6.581322,5.840873,5.753061,,,
8837,4.683871,6.069672,6.557811,,,,,
8838,4.669259,6.044657,6.536423,5.803375,,,,
8839,4.657149,6.02338,6.518246,,,,,
8840,4.648088,6.006586,6.50396,5.775973,5.688788,5.571289,,
8841,4.642238,5.994351,6.493783,,,,,
8842,4.639435,5.986245,6.48747,5.762096,,,,
8843,4.639653,5.982161,6.484966,,,,,
8844,4.642292,5.98135,6.485592,5.760572,5.673985,,,
8845,4.646564,5.982869,6.488395,,,,,
8846,4.651517,5.985745,6.492232,5.766068,,,,
8847,4.655979,5.988761,6.495851,,,,,
8848,4.659136,5.991152,6.498409,5.77162,5.685604,5.567126,5.466906,
8849,4.660524,5.992459,6.499388,,,,,
8850,4.66036,5.993076,6.499307,5.773443,,,,
8851,4.659381,5.993955,6.499089,,,,,
8852,4.65832,5.995703,6.499579,5.774504,5.68838,,,
8853,4.658238,5.999556,6.501974,,,,,
8854,4.659789,6.00626,6.50698,5.7803,,,,
8855,4.663136,6.015865,6.514572,,,,,
8856,4.668061,6.02806,6.52445,5.793742,5.706367,5.588813,,
8857,4.674129,6.042175,6.535961,,,,,
8858,4.681014,6.057581,6.548505,5.813035,,,,
8859,4.688497,6.073764,6.561675,,,,,
8860,4.696688,6.090404,6.575308,5.835267,5.746993,,,
8861,4.706076,6.107913,6.589921,,,,,
8862,4.716253,6.12503,6.604615,5.859077,,,,
8863,4.726838,6.14117,6.618901,,,,,
8864,4.736879,6.155319,6.631826,5.88022,5.791892,5.671019,5.568704,5.545357
8865,4.744906,6.166009,6.641786,,,,,
8866,4.749641,6.172049,6.647446,5.892003,,,,
8867,4.749995,6.172221,6.647555,,,,,
8868,4.745668,6.165945,6.641704,5.887676,5.799593,,,
8869,4.737341,6.153627,6.630493,,,,,
8870,4.726375,6.136399,6.615309,5.867513,,,,
8871,4.71413,6.115579,6.597622,,,,,
8872,4.701939,6.092855,6.5789,5.83856,5.750367,5.631209,,
8873,4.690864,6.070322,6.56075,,,,,
8874,4.680851,6.048799,6.543525,5.808954,,,,
8875,4.671381,6.028656,6.52709,,,,,
8876,4.661884,6.010091,6.511307,5.781497,5.693659,,,
8877,4.652034,5.993249,6.496069,,,,,
8878,4.642319,5.978719,6.482109,5.757415,,,,
8879,4.633748,5.967234,6.47049,,,,,
8880,4.627788,5.959766,6.462789,5.742422,5.655318,5.53937,5.440266,
8881,4.625775,5.957241,6.460313,,,,,
8882,4.628142,5.959627,6.463388,5.743619,,,,
8883,4.634754,5.967156,6.471959,,,,,
8884,4.64436,5.978912,6.484613,5.76117,5.674448,,,
8885,4.655272,5.99354,6.499388,,,,,
8886,4.665857,6.009342,6.514382,5.786069,,,,
8887,4.674946,6.024739,6.527988,,,,,
8888,4.682048,6.038572,6.539389,5.807702,5.720381,5.602446,,
8889,4.687272,6.05054,6.548587,,,,,
8890,4.691028,6.06082,6.555988,5.821661,,,,
8891,4.693912,6.070042,6.56241,,,,,
8892,4.695871,6.077279,6.567471,5.829661,5.741333,,,
8893,4.697177,6.082587,6.571471,,,,,
8894,4.697967,6.086125,6.574519,5.832954,,,,
8895,4.698484,6.088873,6.576832,,,,,
8896,4.699055,6.091912,6.578846,5.834913,5.746041,5.627018,5.525765,5.502662
8897,4.700143,6.095843,6.581159,,,,,
8898,4.702184,6.100742,6.584424,5.839866,,,,
8899,4.705504,6.106574,6.589159,,,,,
8900,4.710048,6.112967,6.595254,5.850397,5.76166,,,
8901,4.715491,6.119561,6.602438,,,,,
8902,4.720362,6.124392,6.608778,5.863213,,,,
8903,4.723382,6.126388,6.612697,,,,,
8904,4.723382,6.124282,6.612588,5.867458,5.779239,5.659073,,
8905,4.719681,6.117296,6.607336,,,,,
8906,4.71228,6.105314,6.596642,5.854669,,,,
8907,4.701912,6.089023,6.581186,,,,,
8908,4.689613,6.069441,6.562192,5.825661,5.738122,,,
8909,4.676415,6.047619,6.541076,,,,,
8910,4.663163,6.024675,6.51928,5.789089,,,,
8911,4.650211,6.0012,6.49762,,,,,
8912,4.637965,5.97809,6.477102,5.753633,5.666774,5.550364,5.451777,
8913,4.627163,5.957062,6.45917,,,,,
8914,4.618536,5.939743,6.444993,5.727809,,,,
8915,4.613067,5.928159,6.436068,,,,,
8916,4.611598,5.92395,6.433564,5.719483,5.632569,,,
8917,4.614754,5.928133,6.438136,,,,,
8918,4.622264,5.940358,6.449401,5.732789,,,,
8919,4.633231,5.959019,6.466027,,,,,
8920,4.64602,5.981375,6.485565,5.762123,5.674339,5.558445,,
8921,4.659354,6.00543,6.506409,,,,,
8922,4.671163,6.027418,6.525267,5.794722,,,,
8923,4.680851,6.046283,6.541212,,,,,
8924,4.688497,6.061902,6.554165,5.818967,5.73083,,,
8925,4.694864,6.075244,6.564886,,,,,
8926,4.700824,6.087535,6.574492,5.835376,,,,
8927,4.706837,6.09944,6.583635,,,,,
8928,4.712552,6.110571,6.592043,5.847948,5.759783,5.640569,5.539942,5.516186
8929,4.716906,6.119495,6.598656,,,,,
8930,4.718783,6.12464,6.602275,5.854424,,,,
8931,4.717205,6.124612,6.601758,,,,,
8932,4.712117,6.11893,6.596914,5.849988,5.761388,,,
8933,4.705123,6.109609,6.589513,,,,,
8934,4.698402,6.099575,6.582084,5.839566,,,,
8935,4.69432,6.09211,6.577322,,,,,
8936,4.694484,6.089589,6.577077,5.836845,5.748245,5.630528,,
8937,4.698946,6.092352,6.581186,,,,,
8938,4.706402,6.098781,6.588016,5.84558,,,,
8939,4.714266,6.105568,6.594492,,,,,
8940,4.71979,6.109047,6.597458,5.852383,5.764572,,,
8941,4.720797,6.106252,6.594492,,,,,
8942,4.715899,6.095386,6.584315,5.841526,,,,
8943,4.705803,6.077717,6.568261,,,,,
8944,4.692443,6.05603,6.54894,5.812981,5.726476,5.607644,5.507261,
8945,4.678184,6.033717,6.529403,,,,,
8946,4.66485,6.013103,6.511797,5.78196,,,,
8947,4.653122,5.995,6.49664,,,,,
8948,4.642619,5.978903,6.483633,5.757061,5.670774,,,
8949,4.632305,5.963599,6.471089,,,,,
8950,4.621366,5.948235,6.457837,5.733986,,,,
8951,4.609666,5.932607,6.443768,,,,,
8952,4.598264,5.91796,6.430217,5.711265,5.62495,5.510581,,
8953,4.589311,5.907483,6.420203,,,,,
8954,4.585094,5.904346,6.416666,5.701305,,,,
8955,4.587543,5.910997,6.422026,,,,,
8956,4.597665,5.928402,6.437346,5.719047,5.632896,,,
8957,4.614809,5.955344,6.46151,,,,,
8958,4.636986,5.989295,6.491769,5.763511,,,,
8959,4.661177,6.026485,6.524314,,,,,
8960,4.68398,6.062247,6.5549,5.815376,5.728898,5.610038,5.508621,5.485029
8961,4.703409,6.093701,6.581322,,,,,
8962,4.717178,6.116895,6.600697,5.854424,,,,
8963,4.725477,6.131762,6.613214,,,,,
8964,4.729205,6.139303,6.619881,5.87203,5.784817,,,
8965,4.729423,6.140935,6.621704,,,,,
8966,4.726811,6.137703,6.619255,5.872084,,,,
8967,4.721586,6.130255,6.612724,,,,,
8968,4.713967,6.118984,6.602275,5.857853,5.77015,5.651372,,
8969,4.704225,6.104261,6.58837,,,,,
8970,4.693232,6.087178,6.572288,5.833308,,,,
8971,4.682157,6.069288,6.555743,,,,,
8972,4.672388,6.052653,6.540913,5.808028,5.720843,,,
8973,4.665476,6.039971,6.530056,,,,,
8974,4.662048,6.032615,6.524151,5.794015,,,,
8975,4.662238,6.030931,6.523334,,,,,
8976,4.665177,6.033639,6.52611,5.794504,5.707945,5.589684,5.488703,
8977,4.669367,6.038098,6.530219,,,,,
8978,4.673123,6.041331,6.533267,5.799756,,,,
8979,4.675055,6.040767,6.533294,,,,,
8980,4.674347,6.035057,6.529294,5.797362,5.7117,,,
8981,4.670864,6.023978,6.521076,,,,,
8982,4.664633,6.008177,6.508967,5.782423,,,,
8983,4.656251,5.989558,6.494164,,,,,
8984,4.646265,5.97007,6.477919,5.757715,5.672869,5.555615,,
8985,4.63519,5.951563,6.46151,,,,,
8986,4.623979,5.93605,6.446626,5.731374,,,,
8987,4.613911,5.925319,6.435088,,,,,
8988,4.606563,5.920807,6.428666,5.715428,5.630311,,,
8989,4.603434,5.923595,6.428857,,,,,
8990,4.605584,5.933964,6.436421,5.720326,,,,
8991,4.61353,5.952089,6.451687,,,,,
8992,4.626101,5.975687,6.472585,5.747973,5.662039,5.545765,5.44511,5.423014
8993,4.641884,6.003146,6.49732,,,,,
8994,4.658837,6.032149,6.523389,5.787484,,,,
8995,4.674946,6.060378,6.548451,,,,,
8996,4.688633,6.085897,6.570764,5.825362,5.739129,,,
8997,4.699273,6.107565,6.589594,,,,,
8998,4.707055,6.124969,6.60486,5.853852,,,,
8999,4.712579,6.138186,6.616778,,,,,
9000,4.716525,6.147462,6.625541,5.871649,5.785252,5.663345,,
9001,4.71911,6.152889,6.630683,,,,,
9002,4.719436,6.152846,6.63082,5.876275,,,,
9003,4.71677,6.146309,6.62486,,,,,
9004,4.710375,6.13235,6.612289,5.861145,5.774368,,,
9005,4.70028,6.111888,6.594003,,,,,
9006,4.687354,6.087498,6.571934,5.828872,,,,
9007,4.673612,6.06293,6.549512,,,,,
9008,4.661068,6.04071,6.529566,5.795402,5.708462,5.590337,5.48873,
9009,4.651952,6.023048,6.5146,,,,,
9010,4.647598,6.01084,6.505892,5.776844,,,,
9011,4.648333,6.004171,6.503144,,,,,
9012,4.652932,6.00179,6.50445,5.776028,5.68955,,,
9013,4.659517,6.002431,6.507661,,,,,
9014,4.665721,6.003955,6.510436,5.781851,,,,
9015,4.669449,6.003911,6.51079,,,,,
9016,4.669476,6.000817,6.507851,5.781715,5.695999,5.579017,,
9017,4.665803,5.99443,6.501701,,,,,
9018,4.659789,5.986067,6.493837,5.772463,,,,
9019,4.653149,5.977187,6.485783,,,,,
9020,4.647625,5.969256,6.479062,5.76098,5.675454,,,
9021,4.644251,5.963467,6.474708,,,,,
9022,4.642782,5.959682,6.472259,5.75366,,,,
9023,4.642537,5.958196,6.471361,,,,,
9024,4.642564,5.959096,6.471497,5.750504,5.664298,5.547207,5.448022,5.425735
9025,4.642129,5.96239,6.472449,,,,,
9026,4.64134,5.9683,6.474681,5.751565,,,,
9027,4.640959,5.976985,6.479062,,,,,
9028,4.642483,5.98906,6.486953,5.761116,5.673522,,,
9029,4.647163,6.004959,6.49928,,,,,
9030,4.65568,6.024741,6.516287,5.784708,,,,
9031,4.667898,6.048245,6.537376,,,,,
9032,4.682266,6.0736,6.560315,5.820437,5.731755,5.612542,,
9033,4.697177,6.099136,6.583009,,,,,
9034,4.710729,6.122516,6.603254,5.856193,,,,
9035,4.721722,6.141855,6.619581,,,,,
9036,4.729287,6.155514,6.63082,5.879921,5.791212,,,
9037,4.733015,6.162522,6.636316,,,,,
9038,4.732933,6.162656,6.635962,5.884629,,,,
9039,4.729015,6.1558,6.629622,,,,,
9040,4.721341,6.142447,6.617894,5.868819,5.780572,5.659944,5.558799,
9041,4.710076,6.123151,6.600996,,,,,
9042,4.695626,6.098998,6.579825,5.835784,,,,
9043,4.679082,6.071901,6.555825,,,,,
9044,4.661748,6.04399,6.531008,5.794504,5.706231,,,
9045,4.644986,6.016969,6.506627,,,,,
9046,4.629911,5.991921,6.484014,5.755973,,,,
9047,4.617285,5.969564,6.46415,,,,,
9048,4.607598,5.950294,6.447632,5.727047,5.638991,5.524268,,
9049,4.600985,5.934435,6.43487,,,,,
9050,4.597584,5.922707,6.426489,5.711374,,,,
9051,4.597774,5.916411,6.423414,,,,,
9052,4.601584,5.916121,6.425809,5.712952,5.625712,,,
9053,4.609366,5.922895,6.434244,,,,,
9054,4.620768,5.936324,6.448177,5.733034,,,,
9055,4.634809,5.954779,6.466109,,,,,
9056,4.649666,5.975357,6.485483,5.763837,5.676679,5.559942,5.460947,5.437545
9057,4.663109,5.994938,6.503416,,,,,
9058,4.672987,6.010679,6.517185,5.788681,,,,
9059,4.677558,6.020202,6.524532,,,,,
9060,4.676442,6.022645,6.52494,5.79396,5.705714,,,
9061,4.670674,6.018983,6.519824,,,,,
9062,4.662211,6.011233,6.51147,5.782885,,,,
9063,4.654047,6.003224,6.503906,,,,,
9064,4.648687,5.998402,6.500423,5.773524,5.684924,5.568214,,
9065,4.647789,5.998874,6.503035,,,,,
9066,4.651544,6.005008,6.512096,5.781062,,,,
9067,4.658755,6.016138,6.525838,,,,,
9068,4.667762,6.032488,6.542029,5.803266,5.713986,,,
9069,4.676742,6.052461,6.557975,,,,,
9070,4.684497,6.07234,6.571961,5.827811,,,,
9071,4.690647,6.088589,6.583254,,,,,
9072,4.6953,6.099489,6.591581,5.846097,5.7563,5.637495,5.535806,
9073,4.6993,6.106273,6.597703,,,,,
9074,4.703354,6.110661,6.601731,5.855812,,,,
9075,4.707273,6.11331,6.603907,,,,,
9076,4.709831,6.113439,6.602901,5.855485,5.766368,,,
9077,4.708851,6.108583,6.596669,,,,,
9078,4.701967,6.095764,6.5832,5.8366,,,,
9079,4.687898,6.073369,6.561458,,,,,
9080,4.667082,6.042056,6.532233,5.793361,5.705006,5.587643,,
9081,4.642047,6.005432,6.498708,,,,,
9082,4.616441,5.968077,6.464993,5.738531,,,,
9083,4.594672,5.935865,6.436394,,,,,
9084,4.580413,5.913566,6.416965,5.699509,5.611916,,,
9085,4.575461,5.903526,6.409455,,,,,
9086,4.579651,5.905564,6.413373,5.695809,,,,
9087,4.590808,5.916983,6.425999,,,,,
9088,4.605693,5.933803,6.443306,5.719972,5.632515,5.517683,5.418443,5.395014
9089,4.620958,5.952035,6.461048,,,,,
9090,4.634292,5.968676,6.476368,5.748925,,,,
9091,4.644687,5.982527,6.488259,,,,,
9092,4.652496,5.993819,6.497075,5.768898,5.682067,,,
9093,4.658918,6.004232,6.504531,,,,,
9094,4.665204,6.015526,6.512396,5.783375,,,,
9095,4.671898,6.028355,6.521539,,,,,
9096,4.678619,6.042184,6.532042,5.799375,5.712816,5.594528,,
9097,4.684334,6.055367,6.542083,,,,,
9098,4.687898,6.065943,6.550573,5.813797,,,,
9099,4.688252,6.072098,6.556043,,,,,
9100,4.685422,6.073584,6.558192,5.81992,5.732326,,,
9101,4.680306,6.071684,6.557839,,,,,
9102,4.674211,6.067896,6.555934,5.818069,,,,
9103,4.669095,6.0648,6.554383,,,,,
9104,4.666483,6.063999,6.554328,5.815974,5.727564,5.610229,5.509438,
9105,4.667163,6.066084,6.556206,,,,,
9106,4.670973,6.070435,6.55958,5.818913,,,,
9107,4.676823,6.075653,6.56339,,,,,
9108,4.683136,6.079883,6.566329,5.823757,5.735619,,,
9109,4.688579,6.081963,6.567607,,,,,
9110,4.692143,6.08133,6.566846,5.825008,,,,
9111,4.693586,6.078279,6.564315,,,,,
9112,4.692769,6.072556,6.559825,5.821498,5.734966,5.615127,,
9113,4.690075,6.064671,6.55392,,,,,
9114,4.685477,6.054522,6.546165,5.812926,,,,
9115,4.678837,6.041747,6.536124,,,,,
9116,4.669912,6.02616,6.523525,5.796001,5.709224,,,
9117,4.658592,6.007642,6.508178,,,,,
9118,4.645095,5.986685,6.490436,5.768735,,,,
9119,4.630237,5.964562,6.471361,,,,,
9120,4.615081,5.942943,6.452122,5.735646,5.64876,5.533411,5.432838,5.409898
9121,4.601421,5.924651,6.434897,,,,,
9122,4.590128,5.910925,6.420475,5.707455,,,,
9123,4.582373,5.903203,6.410244,,,,,
9124,4.578917,5.901767,6.405264,5.692734,5.606474,,,
9125,4.58025,5.906439,6.406462,,,,,
9126,4.586672,5.916905,6.414598,5.698938,,,,
9127,4.598128,5.932903,6.429945,,,,,
9128,4.614128,5.954067,6.451932,5.729333,5.64378,5.526744,,
9129,4.633612,5.979777,6.479306,,,,,
9130,4.655027,6.008983,6.510055,5.777715,,,,
9131,4.676388,6.039858,6.541131,,,,,
9132,4.695708,6.070242,6.569703,5.828165,5.742041,,,
9133,4.711164,6.09726,6.592751,,,,,
9134,4.721423,6.118129,6.608261,5.861472,,,,
9135,4.726076,6.130472,6.615391,,,,,
9136,4.725777,6.133849,6.615037,5.86822,5.780899,5.660651,5.558282,
9137,4.722021,6.129976,6.609431,,,,,
9138,4.716661,6.121924,6.601404,5.856927,,,,
9139,4.711164,6.112638,6.593377,,,,,
9140,4.706375,6.104208,6.586574,5.842913,5.755429,,,
9141,4.702402,6.09775,6.581376,,,,,
9142,4.698484,6.092595,6.576451,5.832274,,,,
9143,4.69432,6.088024,6.571091,,,,,
9144,4.689585,6.082591,6.564832,5.822641,5.735211,5.616215,,
9145,4.684415,6.075502,6.557757,,,,,
9146,4.679381,6.067233,6.550573,5.813253,,,,
9147,4.675,6.058586,6.544206,,,,,
9148,4.671816,6.05041,6.53909,5.806341,5.719619,,,
9149,4.669857,6.042893,6.535063,,,,,
9150,4.668578,6.035534,6.531226,5.8003,,,,
9151,4.667082,6.027674,6.526382,,,,,
9152,4.663735,6.017381,6.518436,5.788219,5.702312,5.584269,5.483342,5.460321
9153,4.657503,6.003986,6.506409,,,,,
9154,4.648088,5.987389,6.490245,5.763674,,,,
9155,4.636169,5.968531,6.471197,,,,,
9156,4.623217,5.9491,6.451469,5.731945,5.646311,,,
9157,4.611325,5.931546,6.433972,,,,,
9158,4.602618,5.918486,6.421618,5.708027,,,,
9159,4.598672,5.912072,6.416475,,,,,
9160,4.600169,5.913597,6.419523,5.706231,5.619834,5.504431,,
9161,4.607189,5.92379,6.430761,,,,,
9162,4.618618,5.941547,6.448666,5.729904,,,,
9163,4.633285,5.965604,6.471497,,,,,
9164,4.649557,5.993739,6.496912,5.770041,5.68223,,,
9165,4.66602,6.023589,6.522763,,,,,
9166,4.681449,6.052878,6.547253,5.812736,,,,
9167,4.695327,6.080007,6.569376,,,,,
9168,4.707218,6.103383,6.588261,5.847703,5.759402,5.63978,5.537248,
9169,4.716906,6.122099,6.603445,,,,,
9170,4.724307,6.135728,6.614846,5.869771,,,,
9171,4.729205,6.144404,6.622384,,,,,
9172,4.731328,6.148293,6.625921,5.877608,5.789389,,,
9173,4.730539,6.147894,6.625704,,,,,
9174,4.726647,6.1432,6.621568,5.871785,,,,
9175,4.719845,6.134075,6.613459,,,,,
9176,4.710484,6.120425,6.601377,5.853308,5.764245,5.642583,,
9177,4.699082,6.102317,6.585322,,,,,
9178,4.686538,6.080525,6.566465,5.824763,,,,
9179,4.673748,6.056139,6.545866,,,,,
9180,4.661775,6.031049,6.525403,5.792708,5.703319,,,
9181,4.651789,6.008167,6.507416,,,,,
9182,4.644088,5.9887,6.492803,5.767674,,,,
9183,4.63919,5.974391,6.48249,,,,,
9184,4.637176,5.965909,6.476776,5.75532,5.666828,5.549683,5.449219,5.426742
9185,4.637639,5.962995,6.475007,,,,,
9186,4.63987,5.964555,6.476014,5.754558,,,,
9187,4.642755,5.968429,6.478109,,,,,
9188,4.64534,5.97252,6.480096,5.757497,5.669767,,,
9189,4.6467,5.975095,6.480912,,,,,
9190,4.646374,5.975542,6.480204,5.757061,,,,
9191,4.644496,5.974433,6.478463,,,,,
9192,4.641122,5.971963,6.475823,5.752762,5.665114,5.547017,,
9193,4.636659,5.968683,6.47264,,,,,
9194,4.631299,5.964599,6.469075,5.745796,,,,
9195,4.625231,5.959384,6.464993,,,,,
9196,4.6187,5.953018,6.460531,5.737469,5.648869,,,
9197,4.61236,5.94655,6.456258,,,,,
9198,4.607244,5.942063,6.453347,5.730911,,,,
9199,4.605121,5.942614,6.454081,,,,,
9200,4.607924,5.950913,6.460803,5.73736,5.648025,5.530989,5.429953,
9201,4.61723,5.968896,6.475578,,,,,
9202,4.633557,5.996833,6.498926,5.769307,,,,
9203,4.656115,6.033447,6.529756,,,,,
9204,4.682429,6.075143,6.564859,5.823865,5.733877,,,
9205,4.709205,6.116998,6.599907,,,,,
9206,4.732716,6.153394,6.63033,5.877907,,,,
9207,4.750076,6.179751,6.652289,,,,,
9208,4.759519,6.193366,6.6638,5.90637,5.815675,5.693958,,
9209,4.760879,6.1942,6.664779,,,,,
9210,4.755301,6.184262,6.656834,5.902125,,,,
9211,4.74507,6.167377,6.642901,,,,,
9212,4.731818,6.145914,6.624615,5.876737,5.786395,,,
9213,4.717314,6.122443,6.604642,,,,,
9214,4.702647,6.098248,6.583771,5.842478,,,,
9215,4.688143,6.073512,6.562328,,,,,
9216,4.673721,6.047973,6.54026,5.805715,5.715891,5.598337,5.497574,5.474934
9217,4.659354,6.021703,6.517702,,,,,
9218,4.645449,5.995586,6.495443,5.769062,,,,
9219,4.632986,5.971557,6.47517,,,,,
9220,4.623489,5.952219,6.45898,5.74068,5.651808,,,
9221,4.618645,5.94052,6.449374,,,,,
9222,4.618972,5.937141,6.44687,5.732217,,,,
9223,4.624577,5.942263,6.451714,,,,,
9224,4.634156,5.953917,6.462,5.744571,5.656298,5.539343,,
9225,4.645612,5.968871,6.475198,,,,,
9226,4.656388,5.983305,6.488123,5.765198,,,,
9227,4.664061,5.993744,6.49781,,,,,
9228,4.667218,5.998484,6.502599,5.776817,5.688489,,,
9229,4.665585,5.997546,6.50211,,,,,
9230,4.660224,5.9929,6.497593,5.773116,,,,
9231,4.653558,5.988181,6.492096,,,,,
9232,4.647517,5.985674,6.487769,5.764599,5.675999,5.558445,5.458444,
9233,4.644142,5.987732,6.487143,,,,,
9234,4.644551,5.995144,6.491552,5.765715,,,,
9235,4.648768,6.007422,6.501076,,,,,
9236,4.656007,6.02301,6.514491,5.782014,5.692652,,,
9237,4.665177,6.040347,6.5306,,,,,
9238,4.675299,6.058114,6.547743,5.808137,,,,
9239,4.68564,6.075671,6.564859,,,,,
9240,4.695926,6.0933,6.58154,5.836274,5.746721,5.626828,,
9241,4.70594,6.111116,6.597322,,,,,
9242,4.715545,6.129054,6.612016,5.862342,,,,
9243,4.724307,6.146088,6.625105,,,,,
9244,4.731464,6.159965,6.635255,5.882588,5.793361,,,
9245,4.736063,6.168202,6.641105,,,,,
9246,4.737178,6.168504,6.641187,5.888955,,,,
9247,4.734158,6.159783,6.634684,,,,,
9248,4.726729,6.142251,6.621459,5.874479,5.78577,5.664842,5.562337,5.53888
9249,4.715137,6.117601,6.602411,,,,,
9250,4.700361,6.088699,6.579336,5.840682,,,,
9251,4.684388,6.060022,6.555335,,,,,
9252,4.668225,6.033501,6.531743,5.800709,5.712625,,,
9253,4.653558,6.011537,6.5106,,,,,
9254,4.64134,5.99441,6.492858,5.766939,,,,
9255,4.632088,5.981181,6.478817,,,,,
9256,4.625965,5.97084,6.468531,5.745551,5.658121,5.541819,,
9257,4.622809,5.96244,6.461592,,,,,
9258,4.622428,5.956165,6.457837,5.736816,,,,
9259,4.624577,5.952792,6.457211,,,,,
9260,4.628877,5.953097,6.459687,5.739619,5.653413,,,
9261,4.634809,5.957552,6.465129,,,,,
9262,4.641639,5.965363,6.472857,5.752163,,,,
9263,4.64866,5.975555,6.482136,,,,,
9264,4.65519,5.986657,6.49196,5.769552,5.683863,5.566037,5.465627,
9265,4.660769,5.997336,6.501375,,,,,
9266,4.665313,6.006646,6.510028,5.785579,,,,
9267,4.668959,6.014357,6.517675,,,,,
9268,4.671952,6.020885,6.52445,5.797334,5.711156,,,
9269,4.674674,6.027341,6.530899,,,,,
9270,4.677395,6.034879,6.537457,5.806668,,,,
9271,4.680388,6.04445,6.544559,,,,,
9272,4.683599,6.055965,6.552151,5.816899,5.729714,5.610474,,
9273,4.687109,6.068994,6.560233,,,,,
9274,4.691,6.082518,6.568587,5.828818,,,,
9275,4.695381,6.095529,6.577077,,,,,
9276,4.700497,6.107341,6.585513,5.841743,5.753905,,,
9277,4.706511,6.117959,6.594193,,,,,
9278,4.713287,6.127315,6.602928,5.855567,,,,
9279,4.720253,6.135442,6.611309,,,,,
9280,4.726539,6.142076,6.618574,5.868383,5.780844,5.660407,5.558718,5.535479
9281,4.731001,6.146624,6.623663,,,,,
9282,4.732443,6.14747,6.625078,5.87407,,,,
9283,4.730348,6.143782,6.622085,,,,,
9284,4.724715,6.134993,6.614384,5.865744,5.778695,,,
9285,4.716117,6.121147,6.602302,,,,,
9286,4.705559,6.103109,6.586791,5.843158,,,,
9287,4.694184,6.082253,6.569104,,,,,
9288,4.682783,6.059902,6.550274,5.812682,5.726258,5.606991,,
9289,4.671789,6.037364,6.531307,,,,,
9290,4.661258,6.015425,6.512695,5.781171,,,,
9291,4.651326,5.995352,6.495388,,,,,
9292,4.641612,5.976831,6.479198,5.754095,5.668271,,,
9293,4.632578,5.960783,6.464966,,,,,
9294,4.625285,5.948527,6.454109,5.735428,,,,
9295,4.621122,5.941522,6.448204,,,,,
9296,4.621312,5.941005,6.448612,5.733306,5.647862,5.531669,5.431722,
9297,4.626537,5.947667,6.455959,,,,,
9298,4.636714,5.961468,6.469919,5.752218,,,,
9299,4.650537,5.980857,6.488667,,,,,
9300,4.666374,6.00386,6.510028,5.785307,5.699945,,,
9301,4.681803,6.027335,6.53109,,,,,
9302,4.694973,6.048451,6.54943,5.816845,,,,
9303,4.704443,6.065202,6.56339,,,,,
9304,4.709477,6.076277,6.572097,5.834315,5.748762,5.629168,,
